cruise,cast,niskin,depth_grp,group_id,date,latitude,longitude,par,fleco_afl,depth,mean_temp,mean_sal,mean_nitr,mean_ammon,mean_phos,mean_sil,PAR
AR61B,32,7,"(63,64.5]","AR61B32(63,64.5]",2021-11-14 17:48:05+00:00,40.227,-70.883,NA,0.3395,64.89224632866764,13.498,33.8335,NA,NA,NA,NA,NA
AR61B,32,8,"(63,64.5]","AR61B32(63,64.5]",2021-11-14 17:48:16+00:00,40.227,-70.883,NA,0.3006,64.41112426777366,13.5029,33.8323,NA,NA,NA,NA,NA
AR61B,32,9,"(63,64.5]","AR61B32(63,64.5]",2021-11-14 17:48:27+00:00,40.227,-70.883,NA,0.328,64.77320592399202,13.508,33.8325,7.344452557302958,0.06416469201740198,0.5582521008403362,6.32628035650844,NA
AR61B,32,10,"(52.5,54]","AR61B32(52.5,54]",2021-11-14 17:49:56+00:00,40.227,-70.883,NA,1.0689,53.45413132516041,16.3049,34.3041,2.7708705775646054,0.11895146750918364,0.24322396784800876,2.526669673612505,NA
AR61B,32,11,"(33,34.5]","AR61B32(33,34.5]",2021-11-14 17:52:22+00:00,40.227,-70.883,NA,2.1108,35.115108588502096,14.4845,33.324,2.2064794600993105,0.08538839783854263,0.3582623310193642,2.7086943264492804,NA
AR61B,32,12,"(33,34.5]","AR61B32(33,34.5]",2021-11-14 17:52:31+00:00,40.227,-70.883,NA,1.8528,34.960333539017356,14.4327,33.3023,NA,NA,NA,NA,NA
AR61B,32,13,"(22.5,24]","AR61B32(22.5,24]",2021-11-14 17:54:21+00:00,40.227,-70.883,NA,2.3268,25.089213757901508,13.9297,32.9912,NA,NA,NA,NA,NA
AR61B,32,14,"(22.5,24]","AR61B32(22.5,24]",2021-11-14 17:54:39+00:00,40.227,-70.883,NA,2.022,24.922524764484855,13.9317,32.9906,NA,NA,NA,NA,NA
AR61B,32,15,"(22.5,24]","AR61B32(22.5,24]",2021-11-14 17:54:55+00:00,40.227,-70.883,NA,2.2245,24.97907997389922,13.9304,32.9912,2.0316115420682874,0.0878562706084427,0.36913408841797585,2.6670675790481773,NA
AR61B,32,16,"(6,7.5]","AR61B32(6,7.5]",2021-11-14 17:57:05+00:00,40.227,-70.883,NA,2.4394,7.191199772109331,13.9604,32.9866,NA,NA,NA,NA,NA
AR61B,32,17,"(6,7.5]","AR61B32(6,7.5]",2021-11-14 17:57:22+00:00,40.227,-70.883,NA,2.2886,7.198145751506383,13.9515,32.9861,NA,NA,NA,NA,NA
AR61B,32,18,"(6,7.5]","AR61B32(6,7.5]",2021-11-14 17:57:35+00:00,40.227,-70.883,NA,2.1694,7.117770832628767,13.9461,32.9858,NA,NA,NA,NA,NA
AR61B,32,19,"(6,7.5]","AR61B32(6,7.5]",2021-11-14 17:57:51+00:00,40.227,-70.883,NA,2.4298,7.0383881657013845,13.9482,32.9858,NA,NA,NA,NA,NA
AR61B,32,20,"(6,7.5]","AR61B32(6,7.5]",2021-11-14 17:58:05+00:00,40.227,-70.883,NA,2.341,7.113801700014048,13.9527,32.9859,NA,NA,NA,NA,NA
AR61B,33,1,"(51,52.5]","AR61B33(51,52.5]",2021-11-14 20:35:44+00:00,40.2955,-70.88333333333334,NA,1.3869,52.73455888305394,14.7217,33.5183,NA,NA,NA,NA,NA
AR61B,33,2,"(51,52.5]","AR61B33(51,52.5]",2021-11-14 20:35:52+00:00,40.2955,-70.88333333333334,NA,1.6555,52.77424111114687,14.7246,33.52,NA,NA,NA,NA,NA
AR61B,33,3,"(1.5,3]","AR61B33(1.5,3]",2021-11-14 20:38:39+00:00,40.2955,-70.88333333333334,NA,3.2091,2.9739359094226026,14.2704,32.9263,NA,NA,NA,NA,NA
AR61B,33,4,"(1.5,3]","AR61B33(1.5,3]",2021-11-14 20:38:46+00:00,40.2955,-70.88333333333334,NA,3.646,2.816160616027294,14.2681,32.9262,NA,NA,NA,NA,NA
AR61B,34,1,"(1.5,3]","AR61B34(1.5,3]",2021-11-14 21:37:34+00:00,40.3625,-70.88366666666667,NA,4.0383,3.465101226144055,14.2892,32.9149,NA,NA,NA,NA,NA
AR61B,34,2,"(1.5,3]","AR61B34(1.5,3]",2021-11-14 21:37:41+00:00,40.3625,-70.88366666666667,NA,3.5846,3.6198981928828693,14.2896,32.9149,NA,NA,NA,NA,NA
AR61B,35,1,"(58.5,60]","AR61B35(58.5,60]",2021-11-14 23:18:43+00:00,40.513,-70.88433333333333,NA,0.9549,60.51985777734754,13.9433,33.4982,NA,NA,NA,NA,NA
AR61B,35,2,"(1.5,3]","AR61B35(1.5,3]",2021-11-14 23:21:43+00:00,40.513,-70.88433333333333,NA,2.9131,3.32117378668126,14.4629,32.9527,NA,NA,NA,NA,NA
AR61B,35,3,"(1.5,3]","AR61B35(1.5,3]",2021-11-14 23:22:01+00:00,40.513,-70.88433333333333,NA,3.0068,3.1683632693008787,14.4598,32.9527,NA,NA,NA,NA,NA
AR61B,36,1,"(1.5,3]","AR61B36(1.5,3]",2021-11-15 01:16:05+00:00,40.697,-70.8825,NA,1.6459,3.45408073260916,14.8416,33.0263,NA,NA,NA,NA,NA
AR61B,36,2,"(1.5,3]","AR61B36(1.5,3]",2021-11-15 01:16:14+00:00,40.697,-70.8825,NA,1.7509,3.1236584112421606,14.8391,33.0262,NA,NA,NA,NA,NA
AR61B,37,1,"(1.5,3]","AR61B37(1.5,3]",2021-11-15 02:57:08+00:00,40.86383333333333,-70.884,NA,1.4938,3.642554276838458,14.9486,33.0857,NA,NA,NA,NA,NA
AR61B,37,2,"(1.5,3]","AR61B37(1.5,3]",2021-11-15 02:57:15+00:00,40.86383333333333,-70.884,NA,1.3899,3.3230519753596814,14.9481,33.0855,NA,NA,NA,NA,NA
AR61B,38,1,"(28.5,30]","AR61B38(28.5,30]",2021-11-15 04:38:06+00:00,41.028666666666666,-70.88316666666667,NA,1.7988,30.035039337676917,14.4834,32.6389,NA,NA,NA,NA,NA
AR61B,38,2,"(28.5,30]","AR61B38(28.5,30]",2021-11-15 04:38:14+00:00,41.028666666666666,-70.88316666666667,NA,1.9825,30.39913951518465,14.4865,32.6398,NA,NA,NA,NA,NA
AR61B,38,3,"(28.5,30]","AR61B38(28.5,30]",2021-11-15 04:38:21+00:00,41.028666666666666,-70.88316666666667,NA,1.7775,30.42195776086782,14.5131,32.6559,NA,NA,NA,NA,NA
AR61B,38,4,"(1.5,3]","AR61B38(1.5,3]",2021-11-15 04:40:08+00:00,41.028666666666666,-70.88316666666667,NA,2.0833,3.4549683517248146,14.2957,32.4403,NA,NA,NA,NA,NA
AR61B,38,5,"(1.5,3]","AR61B38(1.5,3]",2021-11-15 04:40:15+00:00,41.028666666666666,-70.88316666666667,NA,2.3109,3.6365460620610492,14.2954,32.4403,NA,NA,NA,NA,NA
AR61B,39,1,"(1.5,3]","AR61B39(1.5,3]",2021-11-15 06:00:12+00:00,41.19733333333333,-70.88366666666667,NA,1.5755,3.1810640835960147,14.9991,32.5542,NA,NA,NA,NA,NA
AR61B,39,2,"(1.5,3]","AR61B39(1.5,3]",2021-11-15 06:00:20+00:00,41.19733333333333,-70.88366666666667,NA,1.6824,2.7861623738459405,14.9978,32.5542,NA,NA,NA,NA,NA
AT46,1,1,"(16.5,18]","AT461(16.5,18]",2022-02-16 18:29:47+00:00,41.19686,-70.883,7.9329,1.312,17.877,4.0524,32.8,NA,NA,NA,NA,NA
AT46,1,2,"(16.5,18]","AT461(16.5,18]",2022-02-16 18:29:56+00:00,41.19686,-70.883,7.9359,1.2826,17.905,4.0522,32.8,0,0,0.3217316286294658,0.21968085874857335,NA
AT46,1,3,"(16.5,18]","AT461(16.5,18]",2022-02-16 18:30:04+00:00,41.19684,-70.883,8.5998,1.3438,17.765,4.0529,32.8001,NA,NA,NA,NA,NA
AT46,1,4,"(16.5,18]","AT461(16.5,18]",2022-02-16 18:30:12+00:00,41.19684,-70.883,8.4022,1.3606,17.843,4.054,32.8004,NA,NA,NA,NA,0.0230097757596005
AT46,1,5,"(16.5,18]","AT461(16.5,18]",2022-02-16 18:30:21+00:00,41.19684,-70.883,8.4762,1.2774,17.88,4.0517,32.7998,NA,NA,NA,NA,NA
AT46,1,6,"(7.5,9]","AT461(7.5,9]",2022-02-16 18:33:03+00:00,41.1967,-70.88286,56.859,1.4488,9.951,4.0444,32.7968,NA,NA,NA,NA,NA
AT46,1,7,"(7.5,9]","AT461(7.5,9]",2022-02-16 18:33:11+00:00,41.19668,-70.88286,58.712,1.4423,9.867,4.0468,32.7976,0,0,0.3224758035607599,0.2211618533019345,NA
AT46,1,8,"(7.5,9]","AT461(7.5,9]",2022-02-16 18:33:19+00:00,41.19668,-70.88284,58.305,1.3422,9.931,4.0485,32.7981,NA,NA,NA,NA,NA
AT46,1,9,"(7.5,9]","AT461(7.5,9]",2022-02-16 18:33:28+00:00,41.19666,-70.88284,59.578,1.4131,9.782,4.0421,32.7951,NA,NA,NA,NA,2.3009775759600504
AT46,1,10,"(7.5,9]","AT461(7.5,9]",2022-02-16 18:33:39+00:00,41.19666,-70.88282,55.327,1.3321,9.883,4.0364,32.7927,NA,NA,NA,NA,NA
AT46,1,11,"(7.5,9]","AT461(7.5,9]",2022-02-16 18:33:48+00:00,41.19664,-70.88282,54.432,1.3752,9.9,4.0327,32.7912,NA,NA,NA,NA,NA
AT46,1,12,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:35:29+00:00,41.19656,-70.88282,608.1,1.0299,1.806,4.042,32.795,NA,NA,NA,NA,NA
AT46,1,13,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:35:38+00:00,41.19656,-70.88282,378.29,1.1089,2.056,4.0432,32.7955,0,0,0.3130495877643684,0.16241573601860815,NA
AT46,1,14,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:35:46+00:00,41.19656,-70.88282,418.5,0.9706,1.827,4.0418,32.7948,NA,NA,NA,NA,NA
AT46,1,15,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:35:53+00:00,41.19656,-70.88282,448.1,0.9181,1.774,4.0459,32.7962,NA,NA,NA,NA,14.956354243740327
AT46,1,16,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:36:08+00:00,41.19656,-70.88284,439.76,0.9502,1.756,4.0393,32.7936,NA,NA,NA,NA,NA
AT46,1,17,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:36:21+00:00,41.19656,-70.88284,407.94,0.9334,2.242,4.0466,32.7962,NA,NA,NA,NA,NA
AT46,1,18,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:36:33+00:00,41.19656,-70.88286,555.3,0.9603,1.74,4.0408,32.7934,NA,NA,NA,NA,NA
AT46,1,19,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:36:42+00:00,41.19656,-70.88286,434.77,0.8961,1.914,4.0351,32.7914,NA,NA,NA,NA,NA
AT46,1,20,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:36:50+00:00,41.19656,-70.88286,427.48,0.8799,2.002,4.0335,32.791,NA,NA,NA,NA,NA
AT46,1,21,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:36:58+00:00,41.19656,-70.88286,411.44,0.8899,2.116,4.046,32.7959,NA,NA,NA,NA,NA
AT46,1,22,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:37:04+00:00,41.19656,-70.88288,432.22,0.945,1.987,4.0446,32.7956,NA,NA,NA,NA,NA
AT46,1,23,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:37:11+00:00,41.19656,-70.88288,486.77,0.8877,1.787,4.0437,32.7955,NA,NA,NA,NA,NA
AT46,1,24,"(0,1.5]","AT461(0,1.5]",2022-02-16 18:37:18+00:00,41.19656,-70.88288,416.5,0.9405,2.113,4.0445,32.7957,NA,NA,NA,NA,NA
AT46,2,1,"(58.5,60]","AT462(58.5,60]",2022-02-17 02:32:03+00:00,40.69683,-70.88188,3.3844e-5,0.4342,59.674,4.809,32.7656,NA,NA,NA,NA,NA
AT46,2,2,"(58.5,60]","AT462(58.5,60]",2022-02-17 02:32:13+00:00,40.69686,-70.88188,3.068e-5,0.4345,59.848,4.8082,32.7654,1.1392971637820843,0.7011050476959885,0.48123312223682624,1.5419621624745368,NA
AT46,2,3,"(49.5,51]","AT462(49.5,51]",2022-02-17 02:35:11+00:00,40.69698,-70.88178,3.7679e-5,0.4452,51.953,4.805,32.7649,NA,NA,NA,NA,NA
AT46,2,4,"(49.5,51]","AT462(49.5,51]",2022-02-17 02:35:22+00:00,40.69698,-70.88176,3.8446e-5,0.4105,52.024,4.8053,32.7651,1.1893138861540056,0.7315771913743279,0.36042872505675694,1.436811549185894,NA
AT46,2,5,"(49.5,51]","AT462(49.5,51]",2022-02-17 02:35:32+00:00,40.69696,-70.88174,3.068e-5,0.3872,52.097,4.8055,32.765,NA,NA,NA,NA,NA
AT46,2,6,"(49.5,51]","AT462(49.5,51]",2022-02-17 02:35:43+00:00,40.69694,-70.88174,2.9913e-5,0.3918,51.895,4.806,32.7651,NA,NA,NA,NA,NA
AT46,2,7,"(37.5,39]","AT462(37.5,39]",2022-02-17 02:38:03+00:00,40.69682,-70.8817,3.1447e-5,0.4886,38.162,4.7825,32.7609,NA,NA,NA,NA,NA
AT46,2,8,"(37.5,39]","AT462(37.5,39]",2022-02-17 02:38:14+00:00,40.69682,-70.8817,3.9213e-5,0.4925,38.226,4.7819,32.761,1.0185671442636544,0.6536766305192181,0.3671262994384035,1.823597960038719,NA
AT46,2,9,"(37.5,39]","AT462(37.5,39]",2022-02-17 02:38:23+00:00,40.69682,-70.88169,2.9146e-5,0.3798,38.115,4.7817,32.7609,NA,NA,NA,NA,NA
AT46,2,10,"(37.5,39]","AT462(37.5,39]",2022-02-17 02:38:34+00:00,40.69684,-70.8817,3.1447e-5,0.3668,38.326,4.7821,32.7608,NA,NA,NA,NA,0.219466645979943
AT46,2,11,"(37.5,39]","AT462(37.5,39]",2022-02-17 02:38:43+00:00,40.69682,-70.88168,3.7679e-5,0.4598,38.134,4.7821,32.7608,NA,NA,NA,NA,NA
AT46,2,12,"(37.5,39]","AT462(37.5,39]",2022-02-17 02:38:54+00:00,40.69684,-70.88168,3.1447e-5,0.4258,38.169,4.7809,32.7607,NA,NA,NA,NA,NA
AT46,2,13,"(16.5,18]","AT462(16.5,18]",2022-02-17 02:41:48+00:00,40.69726,-70.8815,3.6816e-5,0.5041,17.405,4.7679,32.7578,NA,NA,NA,NA,NA
AT46,2,14,"(16.5,18]","AT462(16.5,18]",2022-02-17 02:42:22+00:00,40.6973,-70.88146,4.1514e-5,0.5663,17.343,4.7636,32.7569,0.9397230498842711,0.6399150172451293,0.3909398972398135,3.7957890402646752,NA
AT46,2,15,"(16.5,18]","AT462(16.5,18]",2022-02-17 02:42:38+00:00,40.69733,-70.88144,3.2214e-5,0.4792,17.33,4.7662,32.7575,NA,NA,NA,NA,NA
AT46,2,16,"(16.5,18]","AT462(16.5,18]",2022-02-17 02:42:49+00:00,40.69734,-70.88144,2.9913e-5,0.5019,17.459,4.7697,32.7582,NA,NA,NA,NA,2.19466645979943
AT46,2,17,"(16.5,18]","AT462(16.5,18]",2022-02-17 02:43:01+00:00,40.69735,-70.88144,3.9213e-5,0.4899,17.35,4.7676,32.7575,NA,NA,NA,NA,NA
AT46,2,18,"(1.5,3]","AT462(1.5,3]",2022-02-17 02:45:20+00:00,40.69738,-70.88134,0.27399,0.4821,2.711,4.7593,32.7562,NA,NA,NA,NA,NA
AT46,2,19,"(1.5,3]","AT462(1.5,3]",2022-02-17 02:45:33+00:00,40.69738,-70.88132,0.26661,0.4264,2.493,4.7591,32.7562,0.8239207862645523,0.7175698350060591,0.34232046839526814,4.0046092722886,NA
AT46,2,20,"(1.5,3]","AT462(1.5,3]",2022-02-17 02:45:46+00:00,40.69736,-70.88132,0.21966,0.4637,2.533,4.7592,32.756100000000004,NA,NA,NA,NA,NA
AT46,2,21,"(1.5,3]","AT462(1.5,3]",2022-02-17 02:46:05+00:00,40.69736,-70.8813,0.23704,0.4811,2.649,4.759,32.756100000000004,NA,NA,NA,NA,14.265331988696294
AT46,2,22,"(1.5,3]","AT462(1.5,3]",2022-02-17 02:46:25+00:00,40.69736,-70.8813,0.28115,0.4449,2.521,4.7594,32.756100000000004,NA,NA,NA,NA,NA
AT46,2,23,"(1.5,3]","AT462(1.5,3]",2022-02-17 02:46:39+00:00,40.69736,-70.88129,0.24307,0.534,2.974,4.7589,32.756,NA,NA,NA,NA,NA
AT46,2,24,"(1.5,3]","AT462(1.5,3]",2022-02-17 02:46:57+00:00,40.69738,-70.88128,0.30621,0.4611,2.377,4.7594,32.756,NA,NA,NA,NA,NA
AT46,3,1,"(69,70.5]","AT463(69,70.5]",2022-02-17 05:23:59+00:00,40.51412,-70.882,2.6078e-5,0.1309,70.995,5.7685,32.9795,NA,NA,NA,NA,NA
AT46,3,2,"(69,70.5]","AT463(69,70.5]",2022-02-17 05:24:08+00:00,40.51412,-70.882,2.6078e-5,0.1099,70.879,5.7686,32.9794,3.7884587349293533,0.5797079591709908,0.47031855657784666,4.108772555875002,NA
AT46,3,3,"(54,55.5]","AT463(54,55.5]",2022-02-17 05:27:30+00:00,40.51406,-70.88182,2.9913e-5,0.1407,55.276,5.7383,32.9713,NA,NA,NA,NA,NA
AT46,3,4,"(54,55.5]","AT463(54,55.5]",2022-02-17 05:27:48+00:00,40.51406,-70.8818,3.6145e-5,0.1475,55.5,5.7392,32.9716,3.7810671010812866,0.528347652487338,0.4574195244354163,2.8400538884956013,NA
AT46,3,5,"(43.5,45]","AT463(43.5,45]",2022-02-17 05:31:27+00:00,40.51411,-70.88162,3.6145e-5,0.1767,44.2,5.6754,32.9512,NA,NA,NA,NA,NA
AT46,3,6,"(43.5,45]","AT463(43.5,45]",2022-02-17 05:31:37+00:00,40.51412,-70.8816,3.2981e-5,0.1744,44.396,5.6697,32.9503,3.461255743254914,0.5681580337445234,0.6136962600071691,1.6384736408685727,NA
AT46,3,7,"(43.5,45]","AT463(43.5,45]",2022-02-17 05:31:47+00:00,40.51411,-70.88158,3.2214e-5,0.164,44.422,5.6631,32.9479,NA,NA,NA,NA,NA
AT46,3,8,"(43.5,45]","AT463(43.5,45]",2022-02-17 05:31:58+00:00,40.5141,-70.88156,3.5282e-5,0.1488,44.387,5.7116,32.9621,NA,NA,NA,NA,NA
AT46,3,9,"(27,28.5]","AT463(27,28.5]",2022-02-17 05:35:10+00:00,40.5141,-70.88124,3.7679e-5,0.1656,27.679,5.6572,32.9465,NA,NA,NA,NA,NA
AT46,3,10,"(27,28.5]","AT463(27,28.5]",2022-02-17 05:35:30+00:00,40.5141,-70.88121,3.6049e-5,0.1941,28.045,5.6564,32.9463,3.353830664663005,0.5199923872852126,0.47106273150914074,3.936236690408426,NA
AT46,3,11,"(27,28.5]","AT463(27,28.5]",2022-02-17 05:35:43+00:00,40.5141,-70.88118,3.2214e-5,0.1951,28.058,5.6569,32.9461,NA,NA,NA,NA,NA
AT46,3,12,"(1.5,3]","AT463(1.5,3]",2022-02-17 05:40:22+00:00,40.51412,-70.88072,0.17762,0.2009,3.049,5.6501,32.943600000000004,NA,NA,NA,NA,NA
AT46,3,13,"(1.5,3]","AT463(1.5,3]",2022-02-17 05:40:37+00:00,40.5141,-70.8807,0.28316,0.2036,3.136,5.6493,32.9434,3.1604162456385807,0.6696499316409283,0.413761261799498,1.5343103572821706,NA
AT46,3,14,"(1.5,3]","AT463(1.5,3]",2022-02-17 05:40:49+00:00,40.5141,-70.88068,0.2171,0.1802,3.368,5.6493,32.943600000000004,NA,NA,NA,NA,NA
AT46,3,15,"(1.5,3]","AT463(1.5,3]",2022-02-17 05:41:06+00:00,40.51409,-70.88064,0.23522,0.1673,2.944,5.6499,32.9434,NA,NA,NA,NA,NA
AT46,4,1,"(30,31.5]","AT464(30,31.5]",2022-02-17 10:25:35+00:00,40.36654,-70.77656,3.2981e-5,0.4922,31.823,8.1941,33.3906,NA,NA,NA,NA,NA
AT46,4,2,"(30,31.5]","AT464(30,31.5]",2022-02-17 10:25:43+00:00,40.36653,-70.77654,3.2214e-5,0.5064,31.802,8.1605,33.3838,NA,NA,NA,NA,NA
AT46,4,3,"(1.5,3]","AT464(1.5,3]",2022-02-17 10:33:46+00:00,40.3665,-70.77604,0.18205,0.5064,3.332,8.401,33.4219,NA,NA,NA,NA,NA
AT46,4,4,"(1.5,3]","AT464(1.5,3]",2022-02-17 10:33:57+00:00,40.36652,-70.77602,0.15639,0.4805,3.448,8.4014,33.4219,NA,NA,NA,NA,NA
AT46,5,1,"(85.5,87]","AT465(85.5,87]",2022-02-17 12:01:19+00:00,40.36382,-70.9916,2.3777e-5,0.2265,85.868,10.476,34.0917,NA,NA,NA,NA,NA
AT46,6,1,"(85.5,87]","AT466(85.5,87]",2022-02-17 13:09:51+00:00,40.36399,-70.88144,2.5311e-5,0.3629,87.545,9.4523,33.8053,NA,NA,NA,NA,NA
AT46,6,2,"(85.5,87]","AT466(85.5,87]",2022-02-17 13:09:59+00:00,40.364,-70.88144,2.4544e-5,0.3419,87.488,9.4554,33.8072,5.865507846236224,0.07470590063076779,0.4911554546540804,5.032419492321251,NA
AT46,6,3,"(78,79.5]","AT466(78,79.5]",2022-02-17 13:12:25+00:00,40.3641,-70.88146,4.1609e-5,0.302,79.442,9.4411,33.776,NA,NA,NA,NA,NA
AT46,6,4,"(78,79.5]","AT466(78,79.5]",2022-02-17 13:12:33+00:00,40.3641,-70.88146,3.068e-5,0.2486,79.333,9.4313,33.7694,5.661991527619442,0.014744585650809432,0.47676807264906185,3.648676914630799,NA
AT46,6,5,"(70.5,72]","AT466(70.5,72]",2022-02-17 13:14:47+00:00,40.3641,-70.88138,2.9146e-5,0.3451,71.414,8.5603,33.5067,NA,NA,NA,NA,NA
AT46,6,6,"(70.5,72]","AT466(70.5,72]",2022-02-17 13:14:55+00:00,40.3641,-70.88138,1.5066e-4,0.3593,71.532,8.5558,33.5067,5.0075855442705635,0.01228715470900786,0.4532025331580833,2.9269389022927896,NA
AT46,6,7,"(48,49.5]","AT466(48,49.5]",2022-02-17 13:18:00+00:00,40.36404,-70.88128,0.37279,0.4899,49.818,7.9062,33.3507,4.880203054288872,0.08134096417363204,0.44799330863902487,2.0319245272115234,NA
AT46,6,8,"(48,49.5]","AT466(48,49.5]",2022-02-17 13:18:12+00:00,40.36402,-70.88128,0.38458,0.4562,49.519,7.8981,33.3491,NA,NA,NA,NA,NA
AT46,6,9,"(48,49.5]","AT466(48,49.5]",2022-02-17 13:18:21+00:00,40.364,-70.88128,0.37544,0.5314,49.658,7.9,33.3497,NA,NA,NA,NA,0.0232504424376982
AT46,6,10,"(48,49.5]","AT466(48,49.5]",2022-02-17 13:18:28+00:00,40.364,-70.88128,0.36836,0.5216,49.718,7.9101,33.3514,NA,NA,NA,NA,NA
AT46,6,11,"(33,34.5]","AT466(33,34.5]",2022-02-17 13:20:37+00:00,40.36378,-70.88126,1.9857,0.4504,34.805,7.9152,33.3521,4.860245642899091,0.07618035919584873,0.45642729119369085,2.814876981088461,NA
AT46,6,12,"(33,34.5]","AT466(33,34.5]",2022-02-17 13:20:48+00:00,40.36376,-70.88126,2.005,0.4462,34.658,7.888,33.3468,NA,NA,NA,NA,NA
AT46,6,13,"(21,22.5]","AT466(21,22.5]",2022-02-17 13:23:09+00:00,40.36354,-70.88122,9.4874,0.5129,21.973,7.8752,33.3437,4.894739934190071,0.0923994034117391,0.44551272553471133,3.898471329297716,NA
AT46,6,14,"(21,22.5]","AT466(21,22.5]",2022-02-17 13:23:16+00:00,40.36352,-70.88122,9.7547,0.4987,21.807,7.8756,33.3438,NA,NA,NA,NA,NA
AT46,6,15,"(21,22.5]","AT466(21,22.5]",2022-02-17 13:23:24+00:00,40.3635,-70.88122,9.2565,0.4588,22.126,7.8715,33.3435,NA,NA,NA,NA,2.32504424376982
AT46,6,16,"(21,22.5]","AT466(21,22.5]",2022-02-17 13:23:32+00:00,40.3635,-70.88122,9.2364,0.4423,22.156,7.8744,33.3441,NA,NA,NA,NA,NA
AT46,6,17,"(1.5,3]","AT466(1.5,3]",2022-02-17 13:26:47+00:00,40.36336,-70.88123,172.01,0.5569,2.7,7.9016,33.3471,NA,NA,NA,NA,NA
AT46,6,18,"(1.5,3]","AT466(1.5,3]",2022-02-17 13:26:54+00:00,40.36336,-70.88124,157.03,0.5158,2.935,7.9011,33.347,4.841273782689052,0.07372292825404717,0.5181938104910979,2.3335537512460816,NA
AT46,6,19,"(1.5,3]","AT466(1.5,3]",2022-02-17 13:27:01+00:00,40.36336,-70.88124,156.25,0.4899,2.902,7.9023,33.3468,NA,NA,NA,NA,NA
AT46,6,20,"(1.5,3]","AT466(1.5,3]",2022-02-17 13:27:08+00:00,40.36336,-70.88126,152.03,0.5148,3.157,7.9012,33.3465,NA,NA,NA,NA,15.112787584503831
AT46,6,21,"(1.5,3]","AT466(1.5,3]",2022-02-17 13:27:15+00:00,40.36336,-70.88126,149.71,0.509,3.145,7.9026,33.3469,NA,NA,NA,NA,NA
AT46,6,22,"(1.5,3]","AT466(1.5,3]",2022-02-17 13:27:22+00:00,40.36336,-70.88126,154.57,0.5093,2.935,7.9002,33.3465,NA,NA,NA,NA,NA
AT46,6,23,"(1.5,3]","AT466(1.5,3]",2022-02-17 13:27:29+00:00,40.36336,-70.88126,161.53,0.4847,2.959,7.9002,33.3465,NA,NA,NA,NA,NA
AT46,6,24,"(1.5,3]","AT466(1.5,3]",2022-02-17 13:27:36+00:00,40.36336,-70.88126,166.4,0.4763,2.741,7.8989,33.3462,NA,NA,NA,NA,NA
AT46,7,1,"(495,496]","AT467(495,496]",2022-02-17 21:36:47+00:00,39.7727,-70.8816,1.5436e-5,-0.0478,496.166,6.3866,35.0946,21.582585285176357,0.017202016592611006,1.2844459314135497,12.930563445396363,NA
AT46,7,2,"(224,225]","AT467(224,225]",2022-02-17 21:49:41+00:00,39.77264,-70.88098,9.971e-6,-0.0533,224.991,11.2655,35.4406,22.76968168117594,0,1.3271119608077426,11.196318823410435,NA
AT46,7,3,"(154,156]","AT467(154,156]",2022-02-17 21:54:46+00:00,39.77264,-70.8808,1.1505e-5,1e-4,155.759,14.0734,35.7712,13.098221566569936,0,1.3792042059983267,5.395016325469177,NA
AT46,7,4,"(97.5,99]","AT467(97.5,99]",2022-02-17 21:59:44+00:00,39.77264,-70.88076,2.6845e-5,0.2453,99.355,14.2142,35.7178,6.653456014440183,0,0.3028791970366829,2.528057702587515,NA
AT46,7,5,"(64.5,66]","AT467(64.5,66]",2022-02-17 22:04:22+00:00,39.77262,-70.88068,0.087247,0.337,66.715,14.3533,35.7474,6.606642333402425,0.02260836466457446,0.31900298721472087,3.101202594738287,NA
AT46,7,6,"(64.5,66]","AT467(64.5,66]",2022-02-17 22:04:35+00:00,39.77261,-70.88068,0.074726,0.3289,66.909,14.3456,35.7465,NA,NA,NA,NA,NA
AT46,7,7,"(64.5,66]","AT467(64.5,66]",2022-02-17 22:04:52+00:00,39.7726,-70.88068,0.077015,0.3629,66.727,14.3496,35.7466,NA,NA,NA,NA,0.0203088867424263
AT46,7,8,"(43.5,45]","AT467(43.5,45]",2022-02-17 22:09:21+00:00,39.77262,-70.8806,0.53149,0.3584,45.324,14.331,35.7367,NA,NA,NA,NA,0.203088867424263
AT46,7,9,"(43.5,45]","AT467(43.5,45]",2022-02-17 22:09:52+00:00,39.7726,-70.88056,0.49933,0.3688,45.97,14.3195,35.7333,6.6229039278681725,0.030963629866699805,0.29518938941331097,3.289782567866276,NA
AT46,7,10,"(43.5,45]","AT467(43.5,45]",2022-02-17 22:10:15+00:00,39.77262,-70.88056,0.47485,0.3497,45.8,14.3182,35.733,NA,NA,NA,NA,NA
