Count	Criuse	Day	Month	Year	LAT	LONG	Temp D	ayLengh	Irr	Pb_opt	Depth	%Irr	O.D.	Chl	Pb	PP	IPP
8616											14.15	25	1.39	0.44	2.37	14.5	
8617											23.5	10	2.3	0.38	1.34	7.07	
8618											35.79	3	3.51	0.48	0.58	3.87	
8619											47	1	4.61	0.41	0.19	1.09	
8620																	
8621	marmap	6	5	1980	42.3	-67.4	6.83	13.91	46.3	7.24	0	100	0	0.18	1.63	4.08	518.7
8622											2.5	69	0.37	0.55	1.4	10.7	
8623											5.23	46	0.78	0.17	7.02	16.6	
8624											9.33	25	1.39	0.26	7.24	26.2	
8625											15.5	10	2.3	0.69	2.31	22.2	
8626											23.6	3	3.51	0.6	1.83	15.3	
8627											31	1	4.61	0.68	0.49	4.68	
8628																	
8629	marmap	6	5	1980	42.5	-67.4	7.54	14.11	46.3	2.05	0	100	0	0.35	0.02	0.08	552.8
8630											2.74	69	0.37	0.77	0.98	10.6	
8631											5.73	46	0.78	1.18	1.32	21.9	
8632											10.24	25	1.39	0.59	2.05	17.1	
8633											17	10	2.3	1.06	1.79	26.7	
8634											25.89	3	3.51	1.09	0.92	14.2	
8635											34	1	4.61	0.62	0.4	3.51	
8636																	
8637	marmap	7	5	1980	44.1	-67.4	4.36	14.27	13.4	6.02	0	100	0	0.62	4.34	38.4	522.3
8638											1.85	69	0.37	0.77	3.7	40.7	
8639											3.88	46	0.78	0.52	6.02	44.7	
8640											6.92	25	1.39	0.67	4.26	40.7	
8641											11.5	10	2.3	0.62	2.34	20.7	
8642											17.51	3	3.51	0.46	0.72	4.73	
8643											23	1	4.61	0.82	0.08	0.95	
8644																	
8645	marmap	8	5	1980	43.2	-68.4	5.88	14.27	21.6	13.61	0	100	0	0.6	0.43	3.67	308.3
8646											3.06	69	0.37	0.37	2.23	11.8	
8647											6.41	46	0.78	0.32	1.99	9.08	
8648											11.44	25	1.39	0.21	3.87	11.6	
8649											19	10	2.3	0.07	13.61	13.6	
8650											28.93	3	3.51	0.33	0.72	3.4	
8651											38	1	4.61	0.07	0.57	0.57	
8652																	
8653	marmap	8	5	1980	42.5	-68.2	7.3	14.18	21.6	3.16	0	100	0	1.74	1.64	40.5	846.5
8654											2.74	69	0.37	1.54	2.33	50.9	
8655											5.73	46	0.78	1.13	3.16	50.6	
8656											10.24	25	1.39	1.08	2.48	38	
8657											17	10	2.3	0.79	2.04	22.8	
8658											25.89	3	3.51	1.1	0.4	6.19	
8659											34	1	4.61	1.7	0.11	2.54	
8660																	
8661	marmap	9	5	1980	42.1	-68.2	7.35	14.19	34.5	2.12	0	100	0	3.82	0.72	39	1466.6
8662											2.01	69	0.37	3.58	1.78	90.2	
8663											4.22	46	0.78	3.11	2.12	93.6	
8664											7.53	25	1.39	3.61	1.82	93.4	
8665											12.5	10	2.3	3.81	1.62	87.8	
8666											19.04	3	3.51	1.96	0.46	12.8	
8667											25	1	4.61	2.6	0.06	2.36	
8668																	
8669	marmap	9	5	1980	42.4	-68.3	7.07	14.21	34.5	3.04	0	100	0	0.86	0.32	3.92	732.4
8670											2.01	69	0.37	1.02	1.11	16.1	
8671											4.22	46	0.78	1	1.96	27.8	
8672											7.53	25	1.39	1.48	3.04	64	
8673											12.5	10	2.3	1.26	2.31	41.4	
8674											19.04	3	3.51	1.25	0.96	17.1	
8675											25	1	4.61	1.51	0.12	2.57	
8676																	
8677	marmap	10	5	1980	43.4	-69.2	4.49	14.33	53.9	15.45	0	100	0	0.3	1.4	6.01	420.1
8678											2.26	69	0.37	0.2	6.14	17.6	
8679											4.72	46	0.78	0.18	10.27	26.5	
8680											8.43	25	1.39	0.15	15.45	33.2	
8681											14	10	2.3	0.14	7.43	14.9	
8682											21.32	3	3.51	0.11	3.02	4.76	
8683											28	1	4.61	0.12	1.15	1.98	
8684																	
8685	marmap	10	5	1980	43.1	-69.1	7.42	14.31	53.9	2.64	0	100	0	0.84	0.12	1.45	736.2
8686											2.58	69	0.37	0.78	0.83	9.26	
8687											5.4	46	0.78	0.89	1.3	16.6	
8688											9.63	25	1.39	0.89	2.64	33.6	
8689											16	10	2.3	1.42	2.15	43.7	
8690											24.37	3	3.51	1.31	0.93	17.4	
8691											32	1	4.61	0.99	0.21	3.02	
8692																	
8693	marmap	11	5	1980	43.2	-70.1	6.14	14.35	37.4	11.56	0	100	0	0.18	1.49	3.86	427.7
8694											1.85	69	0.37	0.18	4.34	11.2	
8695											3.88	46	0.78	0.18	5.88	15.2	
8696											6.92	25	1.39	0.2	7.21	20.7	
8697											11.5	10	2.3	0.12	11.56	19.9	
8698											17.51	3	3.51	0.55	3.4	26.8	
8699											23	1	4.61	0.79	0.82	9.29	
8700																	
8701	marmap	11	5	1980	42.4	-69.1	8	14.29	37.4	1.83	0	100	0	1.48	1.12	23.6	855.9
8702											2.5	69	0.37	1.49	1.83	39	
8703											5.23	46	0.78	1.8	1.66	42.6	
8704											9.33	25	1.39	1.79	1.73	44.3	
8705											15.5	10	2.3	1.84	1.19	31.3	
8706											23.6	3	3.51	1.85	0.54	14.4	
8707											31	1	4.61	2.26	0.14	4.43	
8708																	
8709	marmap	12	5	1980	42.2	-70.3	8.04	14.31	29.4	4.13	0	100	0	0.95	2.89	39.3	736.2
8710											2.01	69	0.37	0.95	3.75	51	
8711											4.22	46	0.78	0.88	4.13	52	
8712											7.53	25	1.39	0.88	4.11	51.8	
8713											12.5	10	2.3	0.81	2.53	29.3	
8714											19.04	3	3.51	0.84	0.68	8.22	
8715											25	1	4.61	0.95	0.28	3.76	
8716																	
8717	marmap	12	5	1980	42.2	-70	8.04	14.31	29.4	11.99	0	100	0	0.44	1.49	9.39	912.5
8718											2.42	69	0.37	0.38	5.92	32.2	
8719											5.06	46	0.78	0.36	9.24	47.6	
8720											9.03	25	1.39	0.38	11.99	65.2	
8721											15	10	2.3	0.28	9.03	36.2	
8722											22.84	3	3.51	0.28	2.75	11	
8723											30	1	4.61	0.14	0.8	1.61	
8724																	
8725	marmap	18	5	1980	41	-67.5N	D	14.4	31.4	7.83	0	100	0	0.62	0.48	4.25	783.6
8726											2.34	69	0.37	0.62	3.15	28.1	
8727											4.89	46	0.78	0.54	5.3	41.2	
8728											8.73	25	1.39	0.39	7.83	44	
8729											14.5	10	2.3	0.69	3.93	39	
8730											22.08	3	3.51	0.51	1.85	13.6	
8731											29	1	4.61	0.37	0.42	2.26	
8732																	
8733	marmap	18	5	1980	41.1	-67.5N	D	14.41	31.4	11.02	0	100	0	0.8	4.03	46.5	1646
8734											1.53	69	0.37	0.8	11.02	127	
8735											3.2	46	0.78	1.99	4.99	143	
8736											5.72	25	1.39	1.59	7.55	173	
8737											9.5	10	2.3	1.69	4	97.3	
8738											14.47	3	3.51	1.73	1.08	27	
8739											19	1	4.61	1.64	0.17	3.99	
8740																	
8741	marmap	19	5	1980	41	-68.1N	D	14.43	26.2	10.8	0	100	0	2.09	3.04	91.6	2138.2
8742											1.53	69	0.37	2.09	4.58	138	
8743											3.2	46	0.78	1.11	10.8	173	
8744											5.72	25	1.39	1.52	9.85	216	
8745											9.5	10	2.3	1.88	4.9	133	
8746											14.47	3	3.51	1.4	2.11	42.6	
8747											19	1	4.61	1.48	0.43	9.1	
8748																	
8749	marmap	19	5	1980	40.4	-68.3N	D	14.38	26.2	12.1	0	100	0	0.84	5.95	71.9	2070.3
8750											2.42	69	0.37	0.84	9.11	110	
8751											5.06	46	0.78	1.07	6.63	102	
8752											9.03	25	1.39	0.73	12.1	127	
8753											15	10	2.3	1.19	4.43	75.8	
8754											22.84	3	3.51	1.01	1.8	26.1	
8755											30	1	4.61	0.98	0.34	4.86	
8756																	
8757	marmap	20	5	1980	41	-67.4N	D	14.46	11.4	17.63	0	100	0	1.3	7.23	136	1513.5
8758											1.69	69	0.37	1.3	8.41	158	
8759											3.54	46	0.78	0.71	17.63	181	
8760											6.32	25	1.39	0.74	12.99	139	
8761											10.5	10	2.3	0.7	3.1	31.4	
8762											15.99	3	3.51	0.95	0.84	11.6	
8763											21	1	4.61	0.69	0.13	1.33	
8764																	
8765	marmap	20	5	1980	41	-67.4N	D	14.46	11.4	7.59	0	100	0	1.11	4.57	73.3	1124.7
8766											1.93	69	0.37	1.11	7.29	117	
8767											4.05	46	0.78	1.12	5.42	87.8	
8768											7.22	25	1.39	0.78	7.59	85.6	
8769											12	10	2.3	0.6	3.78	32.8	
8770											18.27	3	3.51	1	0.68	9.81	
8771											24	1	4.61	0.3	0.35	1.51	
8772																	
8773	marmap	21	5	1980	41	-67.4N	D	14.46	15.1	6.66	0	100	0	0.42	5.61	34.1	589.8
8774											3.14	69	0.37	0.5	3.31	23.9	
8775											6.58	46	0.78	0.27	6.66	26	
8776											11.74	25	1.39	0.29	6.49	27.2	
8777											19.5	10	2.3	0.49	1.88	13.3	
8778											29.7	3	3.51	0.56	0.55	4.45	
8779											39	1	4.61	0.38	0.29	1.57	
8780																	
8781	marmap	21	5	1980	41	-67.5N	D	14.46	15.1	20.36	0	100	0	0.57	14.44	119	1334.3
8782											2.42	69	0.37	0.4	19.19	111	
8783											5.06	46	0.78	0.36	20.36	106	
8784											9.03	25	1.39	0.35	14.86	75.2	
8785											15	10	2.3	0.44	2.8	17.8	
8786											22.84	3	3.51	0.49	1.11	7.89	
8787											30	1	4.61	0.75	0.08	0.92	
8788																	
8789	marmap	22	5	1980	41	-67.4N	D	14.51	42.7	25.5	0	100	0	0.21	12.34	37.6	1149.9
8790											2.9	69	0.37	0.21	25.5	77.7	
8791											6.07	46	0.78	0.52	11.21	84.6	
8792											10.84	25	1.39	0.24	13.01	45.3	
8793											18	10	2.3	0.22	6.52	20.8	
8794											27.41	3	3.51	0.17	3.28	8.1	
8795											36	1	4.61	0.3	0.45	1.95	
8796																	
8797	marmap	23	5	1980	41	-67.4	19.98	14.54	46.3	12.85	0	100	0	0.49	0.53	3.8	828
8798											2.66	69	0.37	0.49	3.28	23.4	
8799											5.56	46	0.78	0.35	7.47	38	
8800											9.93	25	1.39	0.25	12.85	46.7	
8801											16.5	10	2.3	0.3	6.46	28.2	
8802											25.13	3	3.51	0.31	3.84	17.3	
8803											33	1	4.61	0.16	0.8	1.87	
8804																	
8805	marmap	23	5	1980	41	-67.4	19.98	14.54	46.3	10.32	0	100	0	0.85	0.97	12	1664.6
8806											2.74	69	0.37	0.53	7.89	60.8	
8807											5.73	46	0.78	0.62	8.74	78.8	
8808											10.24	25	1.39	0.68	10.32	102	
8809											17	10	2.3	0.46	8.46	56.6	
8810											25.89	3	3.51	0.25	4.98	18.1	
8811											34	1	4.61	0.36	0.34	1.76	
8812																	
8813	marmap	24	5	1980	41	-67.4	11.4	14.57	42.5	8.22	0	100	0	0.55	3.24	26	1329.9
8814											2.42	69	0.37	0.55	6.28	50.3	
8815											5.06	46	0.78	0.46	8.22	55.1	
8816											9.03	25	1.39	1.07	5.12	79.8	
8817											15	10	2.3	0.71	5.46	56.5	
8818											22.84	3	3.51	0.62	2.77	25	
8819											30	1	4.61	0.67	0.42	4.1	
8820																	
8821	marmap	24	5	1980	41	-67.4	11.4	14.57	42.5	26.69	0	100	0	0.95	1.16	16	1477
8822											2.26	69	0.37	0.95	3.97	54.9	
8823											4.72	46	0.78	0.31	12.18	55	
8824											8.43	25	1.39	0.36	26.69	140	
8825											14	10	2.3	0.79	4.4	50.6	
8826											21.32	3	3.51	1.04	1.59	24.1	
8827											28	1	4.61	0.53	0.59	4.56	
8828																	
8829	marmap	25	5	1980	41	-67.4	18.51	14.59	20.5	14.14	0	100	0	0.84	4.06	49.8	1137.2
8830											2.18	69	0.37	0.43	12.03	75.5	
8831											4.55	46	0.78	0.38	14.14	78.4	
8832											8.13	25	1.39	0.49	9.48	67.8	
8833											13.5	10	2.3	0.68	4.63	45.9	
8834											20.56	3	3.51	0.7	1.18	12.1	
8835											27	1	4.61	0.65	0.25	2.35	
8836																	
8837	marmap	25	5	1980	41	-67.4	18.51	14.59	20.5	10.38	0	100	0	0.54	5.09	40.1	1419.7
8838											2.26	69	0.37	0.54	10.38	81.8	
8839											4.72	46	0.78	0.64	8.92	83.3	
8840											8.43	25	1.39	1.09	5.09	81	
8841											14	10	2.3	1.27	3.27	60.6	
8842											21.32	3	3.51	0.99	1.49	21.5	
8843											28	1	4.61	0.69	0.22	2.22	
8844																	
8845	marmap	26	5	1980	41	-67.4	16.38	14.62	53.3	6.45	0	100	0	1.52	0.39	8.75	1905.6
8846											1.69	69	0.37	1.52	2.65	58.9	
8847											3.54	46	0.78	1.58	4.63	107	
8848											6.32	25	1.39	1.58	6.45	149	
8849											10.5	10	2.3	1.82	5.34	142	
8850											15.99	3	3.51	1.59	2.59	60.2	
8851											21	1	4.61	1.57	0.44	10.1	
8852																	
8853	marmap	26	5	1980	41	-67.4	16.38	14.62	53.3	20.87	0	100	0	0.37	2.42	13.1	2497.7
8854											2.34	69	0.37	0.37	10.41	56.3	
8855											4.89	46	0.78	0.33	14.16	68.3	
8856											8.73	25	1.39	0.99	20.87	302	
8857											14.5	10	2.3	0.89	7.6	98.9	
8858											22.08	3	3.51	0.66	0	0	
8859											29	1	4.61	0.44	0.68	4.36	
8860																	
8861	marmap	27	5	1980	41	-67.4	14.82	14.64	55.6	7.29	0	100	0	1.86	0.4	11	2065.5
8862											1.69	69	0.37	1.86	2.95	80.4	
8863											3.54	46	0.78	1.46	5.52	118	
8864											6.32	25	1.39	1.79	6.03	158	
8865											10.5	10	2.3	1.34	7.29	143	
8866											15.99	3	3.51	1.67	2.87	70.2	
8867											21	1	4.61	2.02	0.42	12.4	
8868																	
8869	marmap	27	5	1980	41	-67.4	14.82	14.64	55.6	12.6	0	100	0	0.85	2.12	26.4	2715.4
8870											2.26	69	0.37	0.85	7.35	91.5	
8871											4.72	46	0.78	0.77	12.6	142	
8872											8.43	25	1.39	1.05	11.45	176	
8873											14	10	2.3	1.88	4.18	115	
8874											21.32	3	3.51	0.82	5.36	64.3	
8875											28	1	4.61	1.09	0.44	7.03	
8876																	
8877	marmap	28	5	1980	41	-67.4	14.72	14.67	53.8	7.95	0	100	0	1.72	1.06	26.8	2239.8
8878											1.37	69	0.37	1.72	4.99	126	
8879											2.87	46	0.78	1.72	6.18	156	
8880											5.12	25	1.39	1.93	7.95	225	
8881											8.5	10	2.3	1.99	6.23	182	
8882											12.94	3	3.51	1.59	3.89	90.8	
8883											17	1	4.61	1.72	0.32	8.17	
8884																	
8885	marmap	28	5	1980	41	-67.4	14.72	14.67	53.8	13.8	0	100	0	0.53	4.15	32.3	2106.3
8886											2.09	69	0.37	0.53	13.38	104	
8887											4.38	46	0.78	0.56	12.29	101	
8888											7.83	25	1.39	0.83	13.8	168	
8889											13	10	2.3	0.9	6.92	91.4	
8890											19.8	3	3.51	0.84	3.26	40.2	
8891											26	1	4.61	0.46	1.1	7.41	
8892																	
8893	marmap	23	5	1980	35.2	-75.1	21.21	14.05	19.4	35.05	0	100	0	0.12	15.3	25.8	314.9
8894											1.05	69	0.37	0.12	35.05	59.1	
8895											2.19	46	0.78	0.27	10.81	41	
8896											3.91	25	1.39	0.26	8.65	31.6	
8897											6.5	10	2.3	0.15	10.3	21.7	
8898											9.9	3	3.51	0.2	4.38	12.3	
8899											13	1	4.61	0.47	0.47	3.12	
8900																	
8901	marmap	24	5	1980	36.1	-75.3	17.9	14.14	34.6	27.83	0	100	0	0.23	21.65	70.4	1106
8902											2.09	69	0.37	0.23	27.83	90.5	
8903											4.38	46	0.78	0.18	26.05	66.3	
8904											7.83	25	1.39	0.78	6.02	66.4	
8905											13	10	2.3	0.25	12.53	44.3	
8906											19.8	3	3.51	0.41	2.1	12.2	
8907											26	1	4.61	0.36	0.85	4.32	
8908																	
8909	marmap	24	5	1980	36.4	-75.2	17.05	14.17	34.6	10.35	0	100	0	0.21	3.49	10.4	361.5
8910											1.53	69	0.37	0.15	10.35	22	
8911											3.2	46	0.78	0.33	6.5	30.4	
8912											5.72	25	1.39	0.43	4.14	25.2	
8913											9.5	10	2.3	0.51	3.65	26.4	
8914											14.47	3	3.51	0.91	0.86	11.1	
8915											19	1	4.61	0.91	0.24	3.13	
8916																	
8917	marmap	25	5	1980	36.5	-75.4	18.51	14.2	39.1	15.04	0	100	0	2.22	8.34	263	1048.8
8918											0.89	69	0.37	2.22	15.04	474	
8919											1.85	46	0.78	1.49	5.62	119	
8920											3.31	25	1.39	0.41	12.18	70.9	
8921											5.5	10	2.3	0.4	10.58	60.1	
8922											8.38	3	3.51	0.51	2.93	21.2	
8923											11	1	4.61	0.87	0.54	6.61	
8924																	
8925	marmap	25	5	1980	37.1	-75.1	18.66	14.25	39.1	64.43	0	100	0	0.11	64.43	101	1345.5
8926											1.93	69	0.37	0.22	49.44	155	
8927											4.05	46	0.78	0.27	25.37	97.6	
8928											7.22	25	1.39	0.35	14.28	71.2	
8929											12	10	2.3	0.33	9.7	45.6	
8930											18.27	3	3.51	0.88	1.67	21	
8931											24	1	4.61	0.46	0.8	5.23	
8932																	
8933	marmap	26	5	1980	37.5	-75.1	16.28	14.3	54.5	15.32	0	100	0	0.33	6.95	32.8	793.1
8934											1.21	69	0.37	0.33	13.5	63.7	
8935											2.53	46	0.78	0.31	14.26	63.2	
8936											4.52	25	1.39	0.32	15.32	70.1	
8937											7.5	10	2.3	0.53	9.08	68.8	
8938											11.42	3	3.51	0.99	2.75	38.9	
8939											15	1	4.61	0.64	1.87	17.1	
8940																	
8941	marmap	26	5	1980	38.2	-74.5	16.23	14.36	54.5	10.67	0	100	0	0.62	1.62	14.4	1284.2
8942											1.53	69	0.37	0.62	9.15	81.5	
8943											3.2	46	0.78	0.6	10.67	91.9	
8944											5.72	25	1.39	0.8	8.55	98.2	
8945											9.5	10	2.3	2.27	3.59	117	
8946											14.47	3	3.51	1.14	1.45	23.8	
8947											19	1	4.61	1.18	0.42	7.16	
8948																	
8949	marmap	28	5	1980	39.1	-73.4	14.91	14.49	48.5	7.57	0	100	0	0.15	5.38	11.7	599.3
8950											2.5	69	0.37	0.48	3.06	21.3	
8951											5.23	46	0.78	0.43	3.72	23.2	
8952											9.33	25	1.39	0.29	7.57	31.8	
8953											15.5	10	2.3	0.44	3.78	24.1	
8954											23.6	3	3.51	0.43	2.07	12.9	
8955											31	1	4.61	0.47	0.57	3.91	
8956																	
8957	marmap	28	5	1980	38.4	-73.3	14.45	14.42	48.5	14.36	0	100	0	0.11	4.15	6.58	838.3
8958											2.66	69	0.37	0.12	9.94	17.2	
8959											5.56	46	0.78	0.29	6.17	25.8	
8960											9.93	25	1.39	0.17	14.36	35.2	
8961											16.5	10	2.3	0.62	3.17	28.3	
8962											25.13	3	3.51	2.02	1.1	32.1	
8963											33	1	4.61	0.59	0.46	3.95	
8964																	
8965	marmap	29	5	1980	40	-73.4	14.49	14.59	50.8	8.57	0	100	0	0.35	2.02	10.3	844.7
8966											1.61	69	0.37	0.59	4.66	40.1	
8967											3.37	46	0.78	0.5	8.57	62.5	
8968											6.02	25	1.39	0.86	6.13	76.9	
8969											10	10	2.3	0.61	6.31	56.2	
8970											15.23	3	3.51	1.74	0.87	22	
8971											20	1	4.61	0.75	0.28	3.11	
8972																	
8973	marmap	3	6	1980	40	-71.5	15.2	14.69	44.8	19.51	0	100	0	0.27	3.93	15.6	1457.5
8974											2.09	69	0.37	0.19	17.02	47.5	
8975											4.38	46	0.78	0.18	16.72	44.2	
8976											7.83	25	1.39	0.21	19.51	60.2	
8977											13	10	2.3	1.01	4.21	62.5	
8978											19.8	3	3.51	2.15	2.65	83.7	
8979											26	1	4.61	0.75	0.96	10.6	
8980																	
8981	marmap	3	6	1980	39.5	-72.2	16.58	14.64	44.8	5.58	0	100	0	0.23	1.62	5.44	563
8982											2.42	69	0.37	0.23	5.58	18.8	
8983											5.06	46	0.78	0.2	2.51	7.36	
8984											9.03	25	1.39	0.25	2.29	8.39	
8985											15	10	2.3	0.74	1.68	18.2	
8986											22.84	3	3.51	1.26	2.11	38.9	
8987											30	1	4.61	0.4	1.21	7.1	
8988																	
8989	marmap	4	6	1980	40	-73.2	16.01	14.7	54.2	12.29	0	100	0	0.27	2.87	11.4	683.4
8990											1.77	69	0.37	0.26	10.39	39.7	
8991											3.71	46	0.78	0.22	11.44	37	
8992											6.62	25	1.39	0.29	12.29	52.4	
8993											11	10	2.3	0.22	8.69	28.1	
8994											16.75	3	3.51	1.45	1.35	28.8	
8995											22	1	4.61	1.82	0.26	6.93	
8996																	
8997	marmap	4	6	1980	40.2	-73.4	15.51	14.72	54.2	16.32	0	100	0	1.71	3.48	87.7	1328.4
8998											1.05	69	0.37	1.71	9.06	228	
8999											2.19	46	0.78	1.07	16.32	257	
9000											3.91	25	1.39	1.19	11.36	199	
9001											6.5	10	2.3	1.05	4.23	65.4	
9002											9.9	3	3.51	0.63	1.18	10.9	
9003											13	1	4.61	0.63	0.31	2.89	
9004																	
9005	marmap	5	6	1980	41	-71.4	13.85	14.82	38.8	6.93	0	100	0	1.05	0.8	12.5	655.9
9006											1.61	69	0.37	1.05	2.54	39.6	
9007											3.37	46	0.78	0.74	6.93	76	
9008											6.02	25	1.39	1.15	3.37	57.5	
9009											10	10	2.3	0.38	5.43	30.6	
9010											15.23	3	3.51	0.76	1.28	14.4	
9011											20	1	4.61	0.84	0.27	3.39	
9012																	
9013	marmap	5	6	1980	41.1	-71.2	14.18	14.83	38.8	5.6	0	100	0	0.4	3.83	22.7	388.3
9014											1.53	69	0.37	0.4	4.48	26.6	
9015											3.2	46	0.78	0.64	2.99	28.4	
9016											5.72	25	1.39	0.47	5.6	39	
9017											9.5	10	2.3	0.78	1.98	22.9	
9018											14.47	3	3.51	0.89	0.68	9	
9019											19	1	4.61	0.3	0.31	1.4	
9020																	
9021	marmap	6	6	1980	40.1	-70.2	13.98	14.74	58.1	12.16	0	100	0	0.18	2.37	6.29	360.9
9022	marmap	6	6	1980	40.1	-70.2	13.98	14.74	58.1	12.16	2.18	69	0.37	0.47	1.98	13.7	
9023	marmap	6	6	1980	40.1	-70.2	13.98	14.74	58.1	12.16	4.55	46	0.78	0.55	1.96	15.9	
9024	marmap	6	6	1980	40.1	-70.2	13.98	14.74	58.1	12.16	8.13	25	1.39	0.12	12.16	21.5	
9025	marmap	6	6	1980	40.1	-70.2	13.98	14.74	58.1	12.16	13.5	10	2.3	0.77	0.84	9.55	
9026	marmap	6	6	1980	40.1	-70.2	13.98	14.74	58.1	12.16	20.56	3	3.51	0.95	1.09	15.3	
9027	marmap	6	6	1980	40.1	-70.2	13.98	14.74	58.1	12.16	27	1	4.61	0.75	0.47	5.19	
9028																	
9029	marmap	6	6	1980	40.4	-70.3	13.26	14.77	58.1	32.86	0	100	0	0.21	2.78	8.63	954.9
9030	marmap	6	6	1980	40.4	-70.3	13.26	14.77	58.1	32.86	2.34	69	0.37	0.25	7.34	27.1	
9031	marmap	6	6	1980	40.4	-70.3	13.26	14.77	58.1	32.86	4.89	46	0.78	0.2	11.27	33.3	
9032	marmap	6	6	1980	40.4	-70.3	13.26	14.77	58.1	32.86	8.73	25	1.39	0.33	10.91	53.2	
9033	marmap	6	6	1980	40.4	-70.3	13.26	14.77	58.1	32.86	14.5	10	2.3	0.13	32.86	63.1	
9034	marmap	6	6	1980	40.4	-70.3	13.26	14.77	58.1	32.86	22.08	3	3.51	0.22	3.75	12.2	
9035	marmap	6	6	1980	40.4	-70.3	13.26	14.77	58.1	32.86	29	1	4.61	0.14	0.95	1.96	
9036																	
9037	marmap	7	6	1980	41	-69.2	9.02	14.85	13.3	3.94	0	100	0	2.29	1.38	46.9	1001.8
9038											1.37	69	0.37	2.29	3.94	134	
9039											2.87	46	0.78	2.92	2.63	114	
9040											5.12	25	1.39	3.04	2.12	95.9	
9041											8.5	10	2.3	1.72	2.19	56	
9042											12.94	3	3.51	3.5	0.29	15.3	
9043											17	1	4.61	2.52	0.13	4.77	
9044																	
9045	marmap	7	6	1980	41.3	-69.2	12.54	14.88	13.3	28.91	0	100	0	0.49	22.08	161	1915.5
9046											1.69	69	0.37	0.43	28.91	185	
9047											3.54	46	0.78	0.83	14.98	185	
9048											6.32	25	1.39	1.07	9.04	144	
9049											10.5	10	2.3	3.77	1.82	102	
9050											15.99	3	3.51	0.42	0.82	5.1	
9051											21	1	4.61	0.52	0.14	1.05	
9052																	
9053	marmap	8	6	1980	42.1	-69.4	11.78	14.88	16.4	8.42	0	100	0	0.55	4.24	34.7	977.5
9054											3.22	69	0.37	0.4	8.42	50.1	
9055											6.74	46	0.78	0.62	4.06	37.5	
9056											12.04	25	1.39	0.42	7.78	48.6	
9057											20	10	2.3	0.5	2.58	19.2	
9058											30.46	3	3.51	0.68	0.81	8.21	
9059											40	1	4.61	0.62	0.14	1.31	
9060																	
9061	marmap	8	6	1980	42.1	-69.1	13.3	14.98	16.4	11.61	0	100	0	0.28	8.25	34.6	963.9
9062											2.74	69	0.37	0.28	11.61	48.7	
9063											5.73	46	0.78	0.37	8.41	46.6	
9064											10.24	25	1.39	0.74	4.62	51.2	
9065											17	10	2.3	1.16	2.05	35.7	
9066											25.89	3	3.51	0.9	0.27	3.62	
9067											34	1	4.61	0.18	0.33	0.9	
9068																	
9069	marmap	10	6	1980	40.3	-69	8.55	14.81	40.2	5.17	0	100	0	1.36	1.67	33.6	990.9
9070											1.85	69	0.37	1.36	2.7	54.3	
9071											3.88	46	0.78	1.15	5.17	88.1	
9072											6.92	25	1.39	1.89	2.52	70.5	
9073											11.5	10	2.3	1.48	2.48	54.4	
9074											17.51	3	3.51	0.98	0.76	11.1	
9075											23	1	4.61	1.73	0.15	3.86	
9076																	
9077	marmap	10	6	1980	40	-69	13.19	14.81	40.2	4.81	0	100	0	1.48	0.66	14.5	1322.3
9078											2.74	69	0.37	1.21	1.95	34.9	
9079											5.73	46	0.78	1.04	4.77	73.5	
9080											10.24	25	1.39	1.24	3.83	70.4	
9081											17	10	2.3	0.77	4.81	54.8	
9082											25.89	3	3.51	0.56	1.3	10.8	
9083											34	1	4.61	0.12	1.34	2.38	
9084																	
9085	marmap	11	6	1980	41.1	-68.4	11.35	14.91	26.7	4.3	0	100	0	0.59	0.27	2.34	487.9
9086											2.34	69	0.37	0.59	0.94	8.3	
9087											4.89	46	0.78	0.94	1.78	24.9	
9088											8.73	25	1.39	0.98	2.34	34.2	
9089											14.5	10	2.3	0.37	4.3	23.7	
9090											22.08	3	3.51	1.48	0.36	7.97	
9091											29	1	4.61	1.12	0.09	1.42	
9092																	
9093	marmap	11	6	1980	41.1	-68	10.01	14.91	26.7	4.5	0	100	0	1.04	2.9	44.9	682.9
9094											1.85	69	0.37	1.04	4.5	69.8	
9095											3.88	46	0.78	0.88	4.48	58.8	
9096											6.92	25	1.39	1.13	2.84	47.8	
9097											11.5	10	2.3	1.06	1.5	23.7	
9098											17.51	3	3.51	1.04	0.51	7.98	
9099											23	1	4.61	1.27	0.06	1.22	
9100																	
9101	marmap	12	6	1980	42.1	-67.2	10.45	15.03	46.7	3.49	0	100	0	0.92	0.67	9.23	1107.7
9102											2.09	69	0.37	0.92	2.04	28.2	
9103											4.38	46	0.78	1.05	3.09	48.7	
9104											7.83	25	1.39	1.28	3.49	67.2	
9105											13	10	2.3	1.5	3.22	72.6	
9106											19.8	3	3.51	1.43	1.08	23.2	
9107											26	1	4.61	0.92	0.51	7.05	
9108																	
9109	marmap	12	6	1980	42	-66.4	8.92	15.02	46.7	2.64	0	100	0	1.75	0.12	3.25	1092.4
9110											1.93	69	0.37	1.75	0.82	21.5	
9111											4.05	46	0.78	1.76	2.5	66	
9112											7.22	25	1.39	2.05	2.51	77.4	
9113											12	10	2.3	1.76	2.64	69.7	
9114											18.27	3	3.51	1.71	1.06	27.1	
9115											24	1	4.61	1.61	0.23	5.48	
9116																	
