Count	Criuse	Day	Month	Year	LAT	LONG	Temp D	ayLengh	Irr	Pb_opt	Depth	%Irr	O.D.	Chl	Pb	PP	IPP
5239											5.9	46	0.78	0.21	3.59	9.71	
5240											10.54	25	1.39	0.23	5.7	16.9	
5241											17.5	10	2.3	0.22	2.98	8.45	
5242											26.65	3	3.51	1.43	1.48	27.3	
5243											35	1	4.61	0.33	0.66	2.81	
5244																	
5245	marmap	21	9	1978	38.4	-73.3N	D	12.07	39.2	17.75	0	100	0	0.1	6.35	7.66	532.9
5246											3.46	69	0.37	0.1	8.62	10.4	
5247											7.25	46	0.78	0.07	17.75	15	
5248											12.94	25	1.39	0.09	11.51	12.5	
5249											21.5	10	2.3	0.22	5.65	15	
5250											32.74	3	3.51	0.76	1.67	15.3	
5251											43	1	4.61	0.3	0.47	1.71	
5252																	
5253	marmap	22	9	1978	38.1	-74.1N	D	12.03	43.2	7.97	0	100	0	0.12	4.05	5.84	539.2
5254											3.46	69	0.37	0.12	7.97	11.5	
5255											7.25	46	0.78	0.14	7.84	13.2	
5256											12.94	25	1.39	0.14	6.12	10.3	
5257											21.5	10	2.3	0.26	7.39	23.1	
5258											32.74	3	3.51	0.65	1.17	9.14	
5259											43	1	4.61	1.01	0.39	4.79	
5260																	
5261	marmap	22	9	1978	37.3	-74.3N	D	12.03	43.2	7.84	0	100	0	0.15	3	5.42	809.2
5262											3.14	69	0.37	0.12	5.8	8.37	
5263											6.58	46	0.78	0.13	7.29	11.4	
5264											11.74	25	1.39	0.23	7.84	21.7	
5265											19.5	10	2.3	1.02	4.59	56.3	
5266											29.7	3	3.51	0.65	0.93	7.25	
5267											39	1	4.61	0.58	0.24	1.67	
5268																	
5269	marmap	24	9	1978	38.4	-74.4N	D	11.95	33.5	9.38	0	100	0	4.61	6.75	372	1337.9
5270											0.48	69	0.37	4.61	9.38	517	
5271											1.01	46	0.78	5.11	7.61	465	
5272											1.81	25	1.39	5.11	5.62	343	
5273											3	10	2.3	4.57	3.42	187	
5274											4.57	3	3.51	4.81	0.85	49.1	
5275											6	1	4.61	3.76	0.19	8.36	
5276																	
5277	marmap	27	9	1978	40	-71.1N	D	11.81	37.7	12.42	0	100	0	0.23	7.29	19.8	1396.9
5278											5.56	69	0.37	0.29	7.07	24.2	
5279											11.63	46	0.78	0.27	12.42	39.6	
5280											20.77	25	1.39	0.39	8.05	37.1	
5281											34.5	10	2.3	0.4	4.17	19.7	
5282											52.54	3	3.51	0.33	1.96	7.63	
5283											69	1	4.61	0.08	4.01	3.79	
5284																	
5285	marmap	27	9	1978	40.1	-70.4N	D	11.81	37.7	6.08	0	100	0	0.67	1.22	9.62	844.7
5286	marmap	27	9	1978	40.1	-70.4N	D	11.81	37.7	6.08	2.82	69	0.37	0.67	4.2	33.2	
5287	marmap	27	9	1978	40.1	-70.4N	D	11.81	37.7	6.08	5.9	46	0.78	0.62	5.67	41.5	
5288	marmap	27	9	1978	40.1	-70.4N	D	11.81	37.7	6.08	10.54	25	1.39	0.68	6.08	48.8	
5289	marmap	27	9	1978	40.1	-70.4N	D	11.81	37.7	6.08	17.5	10	2.3	0.69	3.14	25.6	
5290	marmap	27	9	1978	40.1	-70.4N	D	11.81	37.7	6.08	26.65	3	3.51	0.74	1.03	8.97	
5291	marmap	27	9	1978	40.1	-70.4N	D	11.81	37.7	6.08	35	1	4.61	0.23	0.47	1.28	
5292																	
5293	marmap	28	9	1978	40.2	-68.2N	D	11.77	26	6.85	0	100	0	0.23	1.43	3.88	580.1
5294											5	69	0.37	0.21	3.52	8.69	
5295											10.45	46	0.78	0.17	6.85	13.7	
5296											18.66	25	1.39	0.21	5.62	13.9	
5297											31	10	2.3	0.35	3.64	15	
5298											47.21	3	3.51	0.25	1.5	4.42	
5299											62	1	4.61	0.1	0.69	0.81	
5300																	
5301	marmap	28	9	1978	40.2	-68.3N	D	11.77	26	15.04	0	100	0	0.16	3.86	7.26	1526.2
5302											3.79	69	0.37	0.17	7.6	15.2	
5303											7.93	46	0.78	0.23	9.2	24.9	
5304											14.15	25	1.39	0.47	15.04	83.2	
5305											23.5	10	2.3	0.64	7.06	53.2	
5306											35.79	3	3.51	0.35	1.83	7.54	
5307											47	1	4.61	0.15	1.12	1.98	
5308																	
5309	marmap	30	9	1978	42.1	-67.3N	D	11.66	38.8	6.91	0	100	0	0.55	1.41	9.02	673.5
5310											2.58	69	0.37	0.53	2.48	15.3	
5311											5.4	46	0.78	0.57	3.78	25.1	
5312											9.63	25	1.39	0.49	6.91	39.5	
5313											16	10	2.3	0.56	4.58	29.9	
5314											24.37	3	3.51	0.48	2.09	11.7	
5315											32	1	4.61	0.24	0.82	2.3	
5316																	
5317	marmap	30	9	1978	42.1	-67.3N	D	11.66	38.8	5.03	0	100	0	0.8	1.33	12.4	622.7
5318											2.01	69	0.37	0.79	3.27	30.1	
5319											4.22	46	0.78	0.8	5.03	46.9	
5320											7.53	25	1.39	0.74	3.62	31.2	
5321											12.5	10	2.3	0.91	3.58	38	
5322											19.04	3	3.51	0.86	0.98	9.87	
5323											25	1	4.61	0.64	0.36	2.65	
5324																	
5325	marmap	1	10	1978	43	-70N	D	11.6	28.8	4.38	0	100	0	1.18	1.24	17	970.7
5326											2.5	69	0.37	1.32	2.06	31.5	
5327											5.23	46	0.78	1.09	3.7	46.8	
5328											9.33	25	1.39	1.16	4.38	59	
5329											15.5	10	2.3	1.26	3.09	45.2	
5330											23.6	3	3.51	0.72	1.19	9.94	
5331											31	1	4.61	0.4	0.27	1.25	
5332																	
5333	marmap	1	10	1978	42.4	-69.5N	D	11.61	28.8	6.38	0	100	0	1.23	1.81	25.9	1192.7
5334											1.93	69	0.37	1.29	3.75	56.1	
5335											4.05	46	0.78	1.35	5.39	84.5	
5336											7.22	25	1.39	1.33	6.38	98.5	
5337											12	10	2.3	1.16	4.39	59.1	
5338											18.27	3	3.51	1.25	1.16	16.8	
5339											24	1	4.61	1.03	0.34	4.06	
5340																	
5341	marmap	2	10	1978	41	-69.2N	D	11.58	11.1	12.69	0	100	0	0.96	5.35	59.5	773.3
5342											2.09	69	0.37	0.46	12.69	67.6	
5343											4.38	46	0.78	0.94	6.21	67.6	
5344											7.83	25	1.39	0.87	3.77	38	
5345											13	10	2.3	0.93	2.38	25.6	
5346											19.8	3	3.51	0.92	0.68	7.22	
5347											26	1	4.61	0.87	0.17	1.67	
5348																	
5349	marmap	2	10	1978	40.5	-69N	D	11.59	11.1	4.24	0	100	0	0.96	1.36	15.1	447.4
5350											2.66	69	0.37	0.93	1.27	13.7	
5351											5.56	46	0.78	0.93	1.48	15.9	
5352											9.93	25	1.39	0.92	4.24	45.2	
5353											16.5	10	2.3	0.98	0.57	6.43	
5354											25.13	3	3.51	0.76	0.34	2.99	
5355											33	1	4.61	0.68	0.35	2.72	
5356																	
5357	marmap	3	10	1978	40.4	-71.2N	D	11.59	16.9	8.48	0	100	0	0.41	6.84	32.5	878.7
5358											3.55	69	0.37	0.44	6.35	32.4	
5359											7.42	46	0.78	0.42	7.21	35.1	
5360											13.25	25	1.39	0.4	8.48	39.3	
5361											22	10	2.3	0.44	4.08	20.8	
5362											33.5	3	3.51	0.63	0.27	1.94	
5363											44	1	4.61	0.81	0.25	2.32	
5364																	
5365	marmap	3	10	1978	40.3	-71.1N	D	11.59	16.9	4.14	0	100	0	0.33	1.55	5.92	251.4
5366											3.14	69	0.37	0.27	1.71	5.34	
5367											6.58	46	0.78	0.35	4.14	16.8	
5368											11.74	25	1.39	0.31	4.09	14.7	
5369											19.5	10	2.3	0.31	1.04	3.74	
5370											29.7	3	3.51	0.37	0.46	1.97	
5371											39	1	4.61	0.51	0.16	0.97	
5372												0					
5373	marmap	4	10	1978	39.5	-71.4N	D	11.59	30.7	6.34	0	100	0	0.17	0.76	1.49	385.2
5374											4.83	69	0.37	0.17	4.28	8.44	
5375											10.12	46	0.78	0.17	3.65	7.2	
5376											18.06	25	1.39	0.17	6.34	12.5	
5377											30	10	2.3	0.18	1.35	2.81	
5378											45.69	3	3.51	0.53	1.22	7.47	
5379											60	1	4.61	0.15	1.3	2.26	
5380												0					
5381	marmap	4	10	1978	40.1	-72N	D	11.5	30.7	9.44	0	100	0	0.29	6.36	21.2	717.8
5382											3.06	69	0.37	0.28	7.27	23.4	
5383											6.41	46	0.78	0.28	9.44	30.4	
5384											11.44	25	1.39	0.27	9.31	28.9	
5385											19	10	2.3	0.3	7.22	24.9	
5386											28.93	3	3.51	0.68	1.06	8.29	
5387											38	1	4.61	0.34	0.26	1	
5388												0					
5389	marmap	6	10	1978	41	-70.3	14.24	11.4	10.9	3.39	0	100	0	1.67	1.64	31.2	849.7
5390	marmap	6	10	1978	41	-70.3	14.24	11.4	10.9	3.39	1.45	69	0.37	1.67	3.19	60.7	
5391	marmap	6	10	1978	41	-70.3	14.24	11.4	10.9	3.39	3.04	46	0.78	1.81	3.39	70	
5392	marmap	6	10	1978	41	-70.3	14.24	11.4	10.9	3.39	5.42	25	1.39	2.75	3.01	94.3	
5393	marmap	6	10	1978	41	-70.3	14.24	11.4	10.9	3.39	9	10	2.3	2.53	1.88	54.3	
5394	marmap	6	10	1978	41	-70.3	14.24	11.4	10.9	3.39	13.71	3	3.51	2.43	0.6	16.7	
5395	marmap	6	10	1978	41	-70.3	14.24	11.4	10.9	3.39	18	1	4.61	2.41	0.25	6.83	
5396												0					
5397	marmap	7	10	1978	40.2	-69.4	15.5	11.37	26.7	8.47	0	100	0	0.45	8.42	43.1	1814.2
5398											3.95	69	0.37	0.6	7.26	49.5	
5399											8.26	46	0.78	0.84	6.74	64.4	
5400											14.75	25	1.39	0.57	8.47	54.9	
5401											24.5	10	2.3	0.86	4.88	47.7	
5402											37.31	3	3.51	0.43	2.88	14.1	
5403											49	1	4.61	0.44	0.69	3.47	
5404												0					
5405	marmap	7	10	1978	40.5	-69.3	13.65	11.36	26.7	4.53	0	100	0	2.5	2.31	65.6	1832.3
5406											1.53	69	0.37	2.5	3.63	103	
5407											3.2	46	0.78	3.29	3.93	147	
5408											5.72	25	1.39	3.46	4.53	178	
5409											9.5	10	2.3	3.19	3.53	128	
5410											14.47	3	3.51	3.47	0.87	34.2	
5411											19	1	4.61	2.96	0.35	11.7	
5412												0					
5413	marmap	8	10	1978	42.1	-69.4	12.02	11.36	24.7	9.53	0	100	0	0.69	5.14	40.3	1447
5414											3.22	69	0.37	0.69	7.49	58.7	
5415											6.74	46	0.78	0.81	6.05	55.7	
5416											12.04	25	1.39	0.76	8	69.1	
5417											20	10	2.3	0.45	9.53	48.7	
5418											30.46	3	3.51	0.09	2.53	2.59	
5419											40	1	4.61	0.06	1.92	1.31	
5420												0					
5421	marmap	8	10	1978	41.5	-69.1	13.88	11.3	24.7	8.1	0	100	0	0.82	4.89	45.3	890.9
5422											1.85	69	0.37	0.82	7.26	67.3	
5423											3.88	46	0.78	0.82	8.1	75.1	
5424											6.92	25	1.39	0.82	7.55	70	
5425											11.5	10	2.3	0.91	3.47	35.7	
5426											17.51	3	3.51	0.85	1.07	10.3	
5427											23	1	4.61	0.77	0.54	4.73	
5428												0					
5429	marmap	9	10	1978	40.2	-69	13.15	11.28	27.7	9.85	0	100	0	0.73	6.98	57.5	1659.2
5430											2.66	69	0.37	0.73	8.61	70.9	
5431											5.56	46	0.78	0.81	9.85	90	
5432											9.93	25	1.39	0.92	7.68	79.7	
5433											16.5	10	2.3	0.96	5.19	56.2	
5434											25.13	3	3.51	1	1.84	20.7	
5435											33	1	4.61	0.7	0.79	6.26	
5436												0					
5437	marmap	10	10	1978	41.1	-68.4	13.78	11.22	25.9	7.44	0	100	0	1.04	2.2	25.7	1099.9
5438											2.18	69	0.37	1.04	3.64	42.5	
5439											4.55	46	0.78	0.97	6.29	68.5	
5440											8.13	25	1.39	0.87	7.44	72.6	
5441											13.5	10	2.3	0.96	4.58	49.3	
5442											20.56	3	3.51	0.93	1.72	17.9	
5443											27	1	4.61	0.72	0.74	6	
5444												0					
5445	marmap	10	10	1978	41.3	-68.5	13.06	11.21	25.9	7.46	0	100	0	1.53	2.4	41.2	2117.4
5446											2.26	69	0.37	1.53	5.18	88.8	
5447											4.72	46	0.78	1.64	7.29	134	
5448											8.43	25	1.39	1.59	7.46	133	
5449											14	10	2.3	1.54	5.15	88.9	
5450											21.32	3	3.51	1.66	1.78	33.1	
5451											28	1	4.61	1.06	0.66	7.79	
5452												0					
5453	marmap	11	10	1978	41.3	-68	14.97	11.17	27.5	7.65	0	100	0	2.04	2.91	66.2	2557
5454											2.18	69	0.37	2.04	4.83	110	
5455											4.55	46	0.78	1.72	7.65	147	
5456											8.13	25	1.39	2.26	6.26	158	
5457											13.5	10	2.3	2.32	5.21	135	
5458											20.56	3	3.51	1.92	1.45	31.1	
5459											27	1	4.61	2.55	0.45	12.8	
5460												0					
5461	marmap	11	10	1978	41.1	-68	14.88	11.17	27.5	5.53	0	100	0	3.08	1.73	59.5	1629.7
5462											1.53	69	0.37	3.08	2.94	101	
5463											3.2	46	0.78	3.36	3.73	140	
5464											5.72	25	1.39	3.09	5.53	191	
5465											9.5	10	2.3	3.25	2.32	84.2	
5466											14.47	3	3.51	2.89	0.88	28.4	
5467											19	1	4.61	3.53	0.28	10.9	
5468												0					
5469	marmap	12	10	1978	41	-66.5	12.32	11.13	31.7	7.45	0	100	0	1.95	3.31	71.8	2468.3
5470											2.26	69	0.37	1.95	5.44	118	
5471											4.72	46	0.78	2.05	7.45	170	
5472											8.43	25	1.39	2.18	5.44	132	
5473											14	10	2.3	2.14	4.79	114	
5474											21.32	3	3.51	0.77	3.29	28.2	
5475											28	1	4.61	0.89	1.19	11.8	
5476												0					
5477	marmap	14	10	1978	41.1	-67.4	14.45	11.04	13.3	5.33	0	100	0	2.72	4.9	147	2662.9
5478											2.34	69	0.37	2.72	5.33	160	
5479											4.89	46	0.78	3.29	5.01	182	
5480											8.73	25	1.39	2.85	4.7	148	
5481											14.5	10	2.3	3.55	2.33	91.4	
5482											22.08	3	3.51	3.32	0.61	22.5	
5483											29	1	4.61	2.84	0.31	9.74	
5484												0					
5485	marmap	14	10	1978	41.4	-67.3	14.68	11.03	13.3	10.51	0	100	0	3.27	9.59	346	3137.6
5486											1.69	69	0.37	3.27	9.45	341	
5487											3.54	46	0.78	3.2	10.51	371	
5488											6.32	25	1.39	3.64	6.03	242	
5489											10.5	10	2.3	3.37	2.32	86.2	
5490											15.99	3	3.51	3.45	0.52	19.8	
5491											21	1	4.61	3.64	0.2	7.86	
5492												0					
5493	marmap	15	10	1978	43.2	-67.4	11.52	10.92	2.93	5.03	0	100	0	1.32	4.95	71.3	725.9
5494											2.66	69	0.37	1.32	4.54	65.4	
5495											5.56	46	0.78	0.92	5.03	50.5	
5496											9.93	25	1.39	1.41	2.2	33.8	
5497											16.5	10	2.3	1.02	0.81	9.06	
5498											25.13	3	3.51	0.49	0.18	0.95	
5499											33	1	4.61	0.38	0.24	1	
5500												0					
5501	marmap	16	10	1978	43.1	-69	10.18	10.92	27.5	4.36	0	100	0	2.98	1.53	49.7	1015.5
5502											1.93	69	0.37	2.98	1.95	63.3	
5503											4.05	46	0.78	2.01	2.98	65.4	
5504											7.22	25	1.39	1.53	4.36	72.8	
5505											12	10	2.3	1.55	2.74	46.4	
5506											18.27	3	3.51	3.49	0.47	17.9	
5507											24	1	4.61	0.73	0.57	4.56	
5508												0					
5509	marmap	17	10	1978	42.3	-69.1	12.32	10.86	14.9	7.71	0	100	0	1.31	5.19	73.8	1574.1
5510											2.42	69	0.37	1.2	7.29	95	
5511											5.06	46	0.78	1.32	6.82	97.7	
5512											9.03	25	1.39	1.14	7.71	95.5	
5513											15	10	2.3	1.18	3.85	49.3	
5514											22.84	3	3.51	1.02	1.1	12.2	
5515											30	1	4.61	0.22	1.74	4.16	
5516												0					
5517	marmap	17	10	1978	42.5	-69.1	11.8	10.85	14.9	4.72	0	100	0	2.05	4.11	91.4	1344.9
5518											1.85	69	0.37	2.05	4.72	105	
5519											3.88	46	0.78	2.15	4.46	104	
5520											6.92	25	1.39	2.08	4.48	101	
5521											11.5	10	2.3	2.21	2.37	56.9	
5522											17.51	3	3.51	2.12	0.72	16.6	
5523											23	1	4.61	2.3	0.17	4.14	
5524												0					
5525	marmap	18	10	1978	42.4	-70	11.77	10.81	27.5	5.1	0	100	0	1.34	0.96	13.9	1363.1
5526											2.42	69	0.37	1.34	2.91	42.2	
5527											5.06	46	0.78	1.1	4.36	51.9	
5528											9.03	25	1.39	1.35	5.1	74.4	
5529											15	10	2.3	1.23	4.8	63.8	
5530											22.84	3	3.51	1.58	1.88	32.1	
5531											30	1	4.61	0.53	0.82	4.67	
5532																	
5533	marmap	19	10	1978	41	-69.1	10.79	10.82	9.79	3.82	0	100	0	0.95	3	30.8	652.8
5534											2.34	69	0.37	0.95	3.82	39.3	
5535											4.89	46	0.78	1.12	3.38	41	
5536											8.73	25	1.39	0.96	3.64	37.8	
5537											14.5	10	2.3	0.95	2.24	23	
5538											22.08	3	3.51	1.09	0.53	6.27	
5539											29	1	4.61	0.96	0.25	2.61	
5540																	
5541	marmap	19	10	1978	40.4	-69.3	12.54	10.85	9.79	8.93	0	100	0	1.93	8.93	187	2533.4
5542											2.5	69	0.37	1.93	8.36	175	
5543											5.23	46	0.78	1.98	8.15	175	
5544											9.33	25	1.39	2.02	6.02	132	
5545											15.5	10	2.3	2.08	2.58	58.3	
5546											23.6	3	3.51	2.22	0.66	15.8	
5547											31	1	4.61	1.96	0.36	7.58	
5548																	
