cruise,cast,niskin,station,data_check,size,mean_npp,depth_category,sd_npp,depth,depth_grp,temp_check,temp_dif
EN668,20,17,d6a,A,less20,6.058,D3,NA,3.786,"(1.5,3]",Good,0.122060119
EN668,20,17,d6a,A,less5,3.124,D3,NA,3.786,"(1.5,3]",Good,0.122060119
EN668,20,17,d6a,A,between520,2.934,NA,NA,3.786,"(1.5,3]",Good,0.122060119
EN668,20,17,d6a,A,greater20,0,NA,NA,3.786,"(1.5,3]",Good,0.122060119
EN687,16,11,L8,A,total,15.617,D2,NA,36.124,"(34.5,36]",Good,0.69986886
EN687,16,11,L8,A,less20,15.617,D2,NA,36.124,"(34.5,36]",Good,0.69986886
EN687,16,11,L8,A,less5,6.437,D2,NA,36.124,"(34.5,36]",Good,0.69986886
EN687,16,11,L8,A,between520,9.18,NA,NA,36.124,"(34.5,36]",Good,0.69986886
EN687,16,11,L8,A,greater20,0,NA,NA,36.124,"(34.5,36]",Good,0.69986886
AT46,17,6,L2,A,total,4.466,D1,NA,27.643,"(25.5,27]",Good,0.998096944
AT46,17,6,L2,A,less20,2.381,D1,NA,27.643,"(25.5,27]",Good,0.998096944
AT46,17,6,L2,A,less5,1.292,D1,NA,27.643,"(25.5,27]",Good,0.998096944
AT46,17,6,L2,A,between520,1.089,NA,NA,27.643,"(25.5,27]",Good,0.998096944
AT46,17,6,L2,A,greater20,2.085,NA,NA,27.643,"(25.5,27]",Good,0.998096944
EN655,1,4,L1,A,total,12.138,D1,NA,18.303,"(16.5,18]",Good,0.54912386
EN655,1,4,L1,A,less20,8.495,D1,NA,18.303,"(16.5,18]",Good,0.54912386
EN655,1,4,L1,A,less5,8.2,D1,NA,18.303,"(16.5,18]",Good,0.54912386
EN655,1,4,L1,A,between520,0.295,NA,NA,18.303,"(16.5,18]",Good,0.54912386
EN655,1,4,L1,A,greater20,3.643,NA,NA,18.303,"(16.5,18]",Good,0.54912386
EN655,1,9,L1,A,total,64.912,D2,NA,12.825,"(10.5,12]",Good,0.29590386
EN655,1,9,L1,A,less20,27.498,D2,NA,12.825,"(10.5,12]",Good,0.29590386
EN655,1,9,L1,A,less5,16.747,D2,NA,12.825,"(10.5,12]",Good,0.29590386
EN655,1,9,L1,A,between520,10.751,NA,NA,12.825,"(10.5,12]",Good,0.29590386
EN655,1,9,L1,A,greater20,37.414,NA,NA,12.825,"(10.5,12]",Good,0.29590386
EN649,8,20,L8,A,total,13.335,D3,NA,3.657,"(1.5,3]",Good,2.298779754
EN649,8,20,L8,A,less20,0,D3,NA,3.657,"(1.5,3]",Good,2.298779754
EN649,8,20,L8,A,less5,0,D3,NA,3.657,"(1.5,3]",Good,2.298779754
EN649,8,20,L8,A,between520,0,NA,NA,3.657,"(1.5,3]",Good,2.298779754
EN649,8,20,L8,A,greater20,13.335,NA,NA,3.657,"(1.5,3]",Good,2.298779754
AT46,7,16,L11,A,total,0.54,D3,0.0566,20.693,"(19.5,21]",Good,-2.579232603
AT46,7,16,L11,A,less20,0,D3,NA,20.693,"(19.5,21]",Good,-2.579232603
AT46,7,16,L11,A,less5,0,D3,NA,20.693,"(19.5,21]",Good,-2.579232603
AT46,7,16,L11,A,between520,0,NA,NA,20.693,"(19.5,21]",Good,-2.579232603
AT46,7,16,L11,A,greater20,0.54,NA,NA,20.693,"(19.5,21]",Good,-2.579232603
