cruise,date,latitude,longitude,cast,niskin,depth,depth_grp
EN655,2020-07-27 01:42:11+00:00,40.22182,-70.87578,11,11,22,"(21,22.5]"
EN655,2020-07-27 01:42:23+00:00,40.22178,-70.87572,11,12,22,"(21,22.5]"
EN655,2020-07-27 01:43:26+00:00,40.22156,-70.87548,11,13,14,"(13.5,15]"
EN655,2020-07-27 01:43:34+00:00,40.22154,-70.87544,11,14,14,"(13.5,15]"
EN655,2020-07-27 01:45:21+00:00,40.2212,-70.87502,11,15,2,"(1.5,3]"
EN655,2020-07-27 01:45:28+00:00,40.22118,-70.87498,11,16,2,"(1.5,3]"
EN655,2020-07-27 01:45:38+00:00,40.22116,-70.87494,11,17,2,"(1.5,3]"
EN655,2020-07-27 01:45:45+00:00,40.22116,-70.87492,11,18,3,"(1.5,3]"
EN655,2020-07-27 10:24:23+00:00,39.9311,-70.88666,12,1,451,"(450,452]"
EN655,2020-07-27 10:24:33+00:00,39.93108,-70.88668,12,2,450,"(450,452]"
EN655,2020-07-27 10:34:33+00:00,39.92906,-70.88788,12,3,251,"(250,252]"
EN655,2020-07-27 10:38:29+00:00,39.92804,-70.88878,12,4,126,"(124,126]"
EN655,2020-07-27 10:42:14+00:00,39.9271,-70.88964,12,5,70,"(69,70.5]"
EN655,2020-07-27 10:42:21+00:00,39.92708,-70.88966,12,6,70,"(69,70.5]"
EN655,2020-07-27 10:42:28+00:00,39.92706,-70.88968,12,7,70,"(69,70.5]"
EN655,2020-07-27 10:44:21+00:00,39.92652,-70.89,12,8,49,"(49.5,51]"
EN655,2020-07-27 10:44:28+00:00,39.92648,-70.89002,12,9,50,"(49.5,51]"
EN655,2020-07-27 10:44:35+00:00,39.92644,-70.89004,12,10,50,"(49.5,51]"
EN655,2020-07-27 10:44:42+00:00,39.9264,-70.89006,12,11,50,"(49.5,51]"
EN655,2020-07-27 10:47:26+00:00,39.92561,-70.89074,12,12,22,"(21,22.5]"
EN655,2020-07-27 10:47:33+00:00,39.92558,-70.89076,12,13,22,"(21,22.5]"
EN655,2020-07-27 10:47:40+00:00,39.92554,-70.8908,12,14,22,"(21,22.5]"
EN655,2020-07-27 10:49:31+00:00,39.92504,-70.89129,12,15,12,"(10.5,12]"
EN655,2020-07-27 10:49:38+00:00,39.925,-70.89132,12,16,12,"(10.5,12]"
EN655,2020-07-27 10:51:50+00:00,39.92438,-70.89194,12,17,2,"(1.5,3]"
EN655,2020-07-27 10:51:57+00:00,39.92434,-70.89197,12,18,2,"(1.5,3]"
EN655,2020-07-27 10:52:05+00:00,39.9243,-70.892,12,19,2,"(1.5,3]"
EN655,2020-07-27 10:52:12+00:00,39.92427,-70.89204,12,20,2,"(1.5,3]"
EN655,2020-07-27 10:52:19+00:00,39.92424,-70.89208,12,21,2,"(1.5,3]"
EN655,2020-07-27 10:52:26+00:00,39.9242,-70.8921,12,22,2,"(1.5,3]"
EN655,2020-07-27 10:52:33+00:00,39.92416,-70.89214,12,23,2,"(1.5,3]"
EN655,2020-07-27 10:52:40+00:00,39.92412,-70.89217,12,24,2,"(1.5,3]"
EN655,2020-07-27 15:21:15+00:00,39.76492,-70.78208,13,1,18,"(16.5,18]"
EN655,2020-07-27 15:21:23+00:00,39.76492,-70.78208,13,2,18,"(16.5,18]"
EN655,2020-07-27 15:23:23+00:00,39.76474,-70.78208,13,3,1,"(0,1.5]"
EN655,2020-07-27 15:23:29+00:00,39.7647,-70.78206,13,4,1,"(0,1.5]"
EN655,2020-07-27 16:53:03+00:00,39.76882,-70.99861,14,1,501,"(500,501]"
EN655,2020-07-27 16:53:23+00:00,39.76878,-70.99868,14,2,502,"(500,501]"
EN655,2020-07-27 17:04:20+00:00,39.76784,-71.00026,14,3,1,"(0,1.5]"
EN655,2020-07-27 17:04:33+00:00,39.76784,-71.00029,14,4,1,"(0,1.5]"
EN655,2020-07-27 21:23:11+00:00,40.09774,-70.88114,15,1,142,"(141,142]"
EN655,2020-07-27 21:23:19+00:00,40.09772,-70.88116,15,2,142,"(141,142]"
EN655,2020-07-27 21:23:30+00:00,40.09769,-70.88118,15,3,142,"(141,142]"
EN655,2020-07-27 21:26:01+00:00,40.09723,-70.88124,15,4,110,"(110,111]"
EN655,2020-07-27 21:26:08+00:00,40.09719,-70.88124,15,5,110,"(110,111]"
EN655,2020-07-27 21:29:20+00:00,40.09666,-70.88152,15,6,70,"(69,70.5]"
EN655,2020-07-27 21:29:27+00:00,40.09664,-70.88152,15,7,70,"(69,70.5]"
EN655,2020-07-27 21:31:21+00:00,40.09628,-70.88156,15,8,44,"(43.5,45]"
EN655,2020-07-27 21:31:28+00:00,40.09626,-70.88156,15,9,44,"(43.5,45]"
EN655,2020-07-27 21:31:39+00:00,40.09622,-70.88156,15,10,44,"(43.5,45]"
EN655,2020-07-27 21:34:24+00:00,40.09574,-70.8818,15,11,32,"(31.5,33]"
EN655,2020-07-27 21:34:31+00:00,40.09572,-70.88182,15,12,32,"(31.5,33]"
EN655,2020-07-27 21:36:47+00:00,40.0954,-70.88192,15,13,25,"(24,25.5]"
EN655,2020-07-27 21:36:54+00:00,40.09538,-70.88194,15,14,25,"(24,25.5]"
EN655,2020-07-27 21:37:01+00:00,40.09537,-70.88194,15,15,24,"(24,25.5]"
EN655,2020-07-27 21:38:27+00:00,40.0951,-70.88202,15,16,10,"(9,10.5]"
EN655,2020-07-27 21:38:33+00:00,40.09507,-70.88202,15,17,10,"(9,10.5]"
EN655,2020-07-27 21:38:40+00:00,40.09504,-70.88202,15,18,10,"(9,10.5]"
EN655,2020-07-27 21:38:46+00:00,40.09502,-70.88204,15,19,10,"(9,10.5]"
EN655,2020-07-27 21:40:16+00:00,40.09472,-70.8822,15,20,1,"(0,1.5]"
EN655,2020-07-27 21:40:22+00:00,40.09471,-70.88222,15,21,1,"(0,1.5]"
EN655,2020-07-27 21:40:29+00:00,40.09469,-70.88224,15,22,1,"(0,1.5]"
EN655,2020-07-27 21:40:37+00:00,40.09466,-70.88224,15,23,1,"(0,1.5]"
EN655,2020-07-27 21:40:43+00:00,40.09464,-70.88226,15,24,1,"(0,1.5]"
EN655,2020-07-28 01:58:25+00:00,40.36712,-70.87332,16,1,89,"(88.5,90]"
EN655,2020-07-28 01:58:36+00:00,40.3671,-70.87327,16,2,89,"(88.5,90]"
EN655,2020-07-28 02:01:08+00:00,40.36694,-70.8724,16,3,65,"(64.5,66]"
EN655,2020-07-28 02:01:22+00:00,40.36692,-70.87232,16,4,65,"(64.5,66]"
EN655,2020-07-28 02:03:23+00:00,40.36674,-70.87164,16,5,45,"(43.5,45]"
EN655,2020-07-28 02:03:30+00:00,40.36672,-70.87159,16,6,46,"(43.5,45]"
EN655,2020-07-28 02:05:17+00:00,40.3666,-70.87098,16,7,34,"(33,34.5]"
EN655,2020-07-28 02:05:25+00:00,40.3666,-70.87094,16,8,34,"(33,34.5]"
EN655,2020-07-28 02:05:32+00:00,40.36658,-70.8709,16,9,34,"(33,34.5]"
EN655,2020-07-28 02:05:40+00:00,40.36658,-70.87084,16,10,34,"(33,34.5]"
EN655,2020-07-28 02:07:18+00:00,40.36648,-70.87033,16,11,25,"(24,25.5]"
EN655,2020-07-28 02:07:25+00:00,40.36648,-70.87028,16,12,25,"(24,25.5]"
EN655,2020-07-28 02:07:32+00:00,40.36646,-70.87024,16,13,25,"(24,25.5]"
EN655,2020-07-28 02:08:41+00:00,40.36638,-70.86989,16,14,12,"(12,13.5]"
EN655,2020-07-28 02:08:47+00:00,40.36638,-70.86986,16,15,13,"(12,13.5]"
EN655,2020-07-28 02:08:55+00:00,40.36636,-70.86982,16,16,13,"(12,13.5]"
EN655,2020-07-28 02:10:01+00:00,40.36628,-70.86938,16,17,1,"(0,1.5]"
EN655,2020-07-28 02:10:07+00:00,40.36628,-70.86936,16,18,1,"(0,1.5]"
EN655,2020-07-28 02:10:13+00:00,40.36628,-70.86932,16,19,2,"(0,1.5]"
EN655,2020-07-28 02:10:20+00:00,40.36628,-70.8693,16,20,1,"(0,1.5]"
EN655,2020-07-28 02:10:26+00:00,40.36626,-70.86928,16,21,1,"(0,1.5]"
EN655,2020-07-28 02:10:33+00:00,40.36626,-70.86924,16,22,2,"(0,1.5]"
EN655,2020-07-28 02:10:40+00:00,40.36624,-70.86918,16,23,1,"(0,1.5]"
EN655,2020-07-28 02:10:46+00:00,40.36624,-70.86914,16,24,1,"(0,1.5]"
EN657,2020-10-13 17:57:30+00:00,41.20278,-70.87746,1,1,18,"(16.5,18]"
EN657,2020-10-13 17:57:40+00:00,41.20278,-70.87742,1,2,18,"(16.5,18]"
EN657,2020-10-13 17:57:47+00:00,41.20278,-70.87738,1,3,18,"(16.5,18]"
EN657,2020-10-13 17:57:54+00:00,41.2028,-70.87734,1,4,18,"(16.5,18]"
EN657,2020-10-13 17:58:01+00:00,41.20282,-70.87729,1,5,18,"(16.5,18]"
EN657,2020-10-13 17:58:13+00:00,41.20282,-70.87722,1,6,18,"(16.5,18]"
EN657,2020-10-13 18:01:32+00:00,41.20299,-70.87632,1,7,9,"(7.5,9]"
EN657,2020-10-13 18:01:38+00:00,41.20298,-70.8763,1,8,9,"(7.5,9]"
EN657,2020-10-13 18:01:48+00:00,41.203,-70.87622,1,9,9,"(7.5,9]"
EN657,2020-10-13 18:01:56+00:00,41.20302,-70.87617,1,10,9,"(7.5,9]"
EN657,2020-10-13 18:02:04+00:00,41.20304,-70.8761,1,11,9,"(7.5,9]"
EN657,2020-10-13 18:02:12+00:00,41.20306,-70.87608,1,12,10,"(7.5,9]"
EN657,2020-10-13 18:04:56+00:00,41.20302,-70.87542,1,13,3,"(1.5,3]"
EN657,2020-10-13 18:05:03+00:00,41.20302,-70.87542,1,14,3,"(1.5,3]"
EN657,2020-10-13 18:05:09+00:00,41.20302,-70.87539,1,15,3,"(1.5,3]"
EN657,2020-10-13 18:05:16+00:00,41.20302,-70.87535,1,16,3,"(1.5,3]"
EN657,2020-10-13 18:05:24+00:00,41.20302,-70.8753,1,17,2,"(1.5,3]"
EN657,2020-10-13 18:05:31+00:00,41.20302,-70.87526,1,18,2,"(1.5,3]"
EN657,2020-10-13 18:05:38+00:00,41.20304,-70.87522,1,19,2,"(1.5,3]"
EN657,2020-10-13 18:05:45+00:00,41.20306,-70.87515,1,20,3,"(1.5,3]"
EN657,2020-10-13 18:05:52+00:00,41.20306,-70.87508,1,21,2,"(1.5,3]"
EN657,2020-10-13 18:06:02+00:00,41.20306,-70.87504,1,22,2,"(1.5,3]"
EN657,2020-10-13 18:06:08+00:00,41.20305,-70.87502,1,23,3,"(1.5,3]"
EN657,2020-10-13 18:06:14+00:00,41.20304,-70.87499,1,24,3,"(1.5,3]"
EN657,2020-10-14 00:11:31+00:00,40.86069,-70.87942,2,1,49,"(48,49.5]"
EN657,2020-10-14 00:11:46+00:00,40.86066,-70.87939,2,2,49,"(48,49.5]"
EN657,2020-10-14 00:11:59+00:00,40.86062,-70.87937,2,3,49,"(48,49.5]"
EN657,2020-10-14 00:12:10+00:00,40.8606,-70.87934,2,4,49,"(48,49.5]"
EN657,2020-10-14 00:14:11+00:00,40.86028,-70.87908,2,5,29,"(28.5,30]"
EN657,2020-10-14 00:14:19+00:00,40.86026,-70.87906,2,6,30,"(28.5,30]"
EN657,2020-10-14 00:16:05+00:00,40.85994,-70.87879,2,7,15,"(13.5,15]"
EN657,2020-10-14 00:16:18+00:00,40.8599,-70.87876,2,8,14,"(13.5,15]"
EN657,2020-10-14 00:18:12+00:00,40.85952,-70.87848,2,9,2,"(1.5,3]"
EN657,2020-10-14 00:18:20+00:00,40.85948,-70.87846,2,10,2,"(1.5,3]"
EN657,2020-10-14 00:18:26+00:00,40.85946,-70.87842,2,11,2,"(1.5,3]"
EN657,2020-10-14 00:18:34+00:00,40.85944,-70.87842,2,12,2,"(1.5,3]"
EN657,2020-10-14 09:15:28+00:00,41.03067,-70.77476,3,1,43,"(42,43.5]"
EN657,2020-10-14 09:15:36+00:00,41.03068,-70.7748,3,2,43,"(42,43.5]"
EN657,2020-10-14 09:15:44+00:00,41.03066,-70.77484,3,3,43,"(42,43.5]"
EN657,2020-10-14 09:17:18+00:00,41.0307,-70.77527,3,4,38,"(37.5,39]"
EN657,2020-10-14 09:17:28+00:00,41.0307,-70.7753,3,5,38,"(37.5,39]"
EN657,2020-10-14 09:17:37+00:00,41.03069,-70.77534,3,6,38,"(37.5,39]"
EN657,2020-10-14 09:20:22+00:00,41.03085,-70.77595,3,7,3,"(1.5,3]"
EN657,2020-10-14 09:20:45+00:00,41.03086,-70.77604,3,8,3,"(1.5,3]"
EN657,2020-10-14 09:20:53+00:00,41.03086,-70.77607,3,9,3,"(1.5,3]"
EN657,2020-10-14 09:21:02+00:00,41.03086,-70.77611,3,10,2,"(1.5,3]"
EN657,2020-10-14 09:21:09+00:00,41.03088,-70.77614,3,11,2,"(1.5,3]"
EN657,2020-10-14 09:21:18+00:00,41.03088,-70.77619,3,12,3,"(1.5,3]"
EN657,2020-10-14 09:21:26+00:00,41.03085,-70.77622,3,13,3,"(1.5,3]"
EN657,2020-10-14 09:21:35+00:00,41.03084,-70.77626,3,14,3,"(1.5,3]"
EN657,2020-10-14 09:21:43+00:00,41.03085,-70.7763,3,15,2,"(1.5,3]"
EN657,2020-10-14 10:50:04+00:00,41.03058,-70.99574,4,1,38,"(37.5,39]"
EN657,2020-10-14 10:50:16+00:00,41.0306,-70.99582,4,2,38,"(37.5,39]"
EN657,2020-10-14 10:53:00+00:00,41.0307,-70.99654,4,3,3,"(1.5,3]"
EN657,2020-10-14 13:10:55+00:00,41.0295,-70.88414,5,1,40,"(39,40.5]"
EN657,2020-10-14 13:11:07+00:00,41.02949,-70.88414,5,2,40,"(39,40.5]"
EN657,2020-10-14 13:11:20+00:00,41.02948,-70.88412,5,3,40,"(39,40.5]"
EN657,2020-10-14 13:16:02+00:00,41.02928,-70.88414,5,4,35,"(34.5,36]"
EN657,2020-10-14 13:16:09+00:00,41.02928,-70.88416,5,5,35,"(34.5,36]"
EN657,2020-10-14 13:16:16+00:00,41.02928,-70.88416,5,6,34,"(34.5,36]"
EN657,2020-10-14 13:16:22+00:00,41.02928,-70.88416,5,7,35,"(34.5,36]"
EN657,2020-10-14 13:16:28+00:00,41.02928,-70.88416,5,8,35,"(34.5,36]"
EN657,2020-10-14 13:19:19+00:00,41.02934,-70.88434,5,9,20,"(19.5,21]"
EN657,2020-10-14 13:19:25+00:00,41.02934,-70.88434,5,10,20,"(19.5,21]"
EN657,2020-10-14 13:19:32+00:00,41.02934,-70.88433,5,11,20,"(19.5,21]"
EN657,2020-10-14 13:19:38+00:00,41.02934,-70.88432,5,12,20,"(19.5,21]"
EN657,2020-10-14 13:21:37+00:00,41.02938,-70.88428,5,13,4,"(3,4.5]"
EN657,2020-10-14 13:21:44+00:00,41.0294,-70.88428,5,14,4,"(3,4.5]"
EN657,2020-10-14 13:21:51+00:00,41.0294,-70.88428,5,15,4,"(3,4.5]"
EN657,2020-10-14 13:21:58+00:00,41.0294,-70.88428,5,16,4,"(3,4.5]"
EN657,2020-10-14 13:22:04+00:00,41.0294,-70.88429,5,17,4,"(3,4.5]"
EN657,2020-10-14 13:22:11+00:00,41.0294,-70.8843,5,18,4,"(3,4.5]"
EN657,2020-10-14 13:22:18+00:00,41.0294,-70.8843,5,19,4,"(3,4.5]"
EN657,2020-10-14 13:22:24+00:00,41.0294,-70.8843,5,20,4,"(3,4.5]"
EN657,2020-10-14 13:22:31+00:00,41.0294,-70.8843,5,21,4,"(3,4.5]"
EN657,2020-10-14 13:22:37+00:00,41.02938,-70.8843,5,22,4,"(3,4.5]"
EN657,2020-10-14 13:22:44+00:00,41.02938,-70.88432,5,23,4,"(3,4.5]"
EN657,2020-10-14 13:22:50+00:00,41.02938,-70.88432,5,24,4,"(3,4.5]"
EN657,2020-10-14 18:31:20+00:00,40.69642,-70.89032,6,1,61,"(60,61.5]"
EN657,2020-10-14 18:31:28+00:00,40.69642,-70.89036,6,2,61,"(60,61.5]"
EN657,2020-10-14 18:34:54+00:00,40.69624,-70.89152,6,3,44,"(43.5,45]"
EN657,2020-10-14 18:35:01+00:00,40.69622,-70.89155,6,4,44,"(43.5,45]"
EN657,2020-10-14 18:35:08+00:00,40.69624,-70.89159,6,5,45,"(43.5,45]"
EN657,2020-10-14 18:35:16+00:00,40.69621,-70.89164,6,6,45,"(43.5,45]"
EN657,2020-10-14 18:38:00+00:00,40.696,-70.89256,6,7,32,"(31.5,33]"
EN657,2020-10-14 18:38:06+00:00,40.69599,-70.8926,6,8,32,"(31.5,33]"
EN657,2020-10-14 18:38:13+00:00,40.69598,-70.89263,6,9,32,"(31.5,33]"
EN657,2020-10-14 18:38:20+00:00,40.69598,-70.89266,6,10,33,"(31.5,33]"
EN657,2020-10-14 18:38:26+00:00,40.69596,-70.8927,6,11,33,"(31.5,33]"
EN657,2020-10-14 18:41:22+00:00,40.69572,-70.89364,6,12,20,"(19.5,21]"
EN657,2020-10-14 18:41:29+00:00,40.69572,-70.89369,6,13,20,"(19.5,21]"
EN657,2020-10-14 18:41:36+00:00,40.6957,-70.89372,6,14,20,"(19.5,21]"
EN657,2020-10-14 18:41:43+00:00,40.6957,-70.89376,6,15,20,"(19.5,21]"
EN657,2020-10-14 18:43:43+00:00,40.69561,-70.8944,6,16,2,"(1.5,3]"
EN657,2020-10-14 18:43:49+00:00,40.6956,-70.89443,6,17,2,"(1.5,3]"
EN657,2020-10-14 18:43:56+00:00,40.69559,-70.89448,6,18,2,"(1.5,3]"
EN657,2020-10-14 18:44:03+00:00,40.69558,-70.89451,6,19,2,"(1.5,3]"
EN657,2020-10-14 18:44:10+00:00,40.69558,-70.89454,6,20,1,"(1.5,3]"
EN657,2020-10-14 18:44:17+00:00,40.69556,-70.89457,6,21,2,"(1.5,3]"
EN657,2020-10-14 18:44:23+00:00,40.69556,-70.8946,6,22,2,"(1.5,3]"
EN657,2020-10-14 18:44:30+00:00,40.69556,-70.89464,6,23,2,"(1.5,3]"
EN657,2020-10-14 18:44:37+00:00,40.69556,-70.89468,6,24,3,"(1.5,3]"
EN657,2020-10-14 23:20:42+00:00,40.51594,-70.88492,7,1,71,"(70.5,72]"
EN657,2020-10-14 23:20:56+00:00,40.51596,-70.88492,7,2,71,"(70.5,72]"
EN657,2020-10-14 23:23:23+00:00,40.516,-70.88495,7,3,44,"(43.5,45]"
EN657,2020-10-14 23:23:32+00:00,40.51598,-70.88496,7,4,45,"(43.5,45]"
EN657,2020-10-14 23:23:41+00:00,40.51598,-70.88496,7,5,45,"(43.5,45]"
EN657,2020-10-14 23:28:06+00:00,40.51558,-70.88524,7,6,22,"(21,22.5]"
EN657,2020-10-14 23:28:26+00:00,40.51556,-70.8853,7,7,22,"(21,22.5]"
EN657,2020-10-14 23:28:42+00:00,40.51556,-70.88534,7,8,22,"(21,22.5]"
EN657,2020-10-14 23:30:26+00:00,40.51552,-70.88556,7,9,17,"(16.5,18]"
EN657,2020-10-14 23:30:36+00:00,40.51552,-70.88558,7,10,17,"(16.5,18]"
EN657,2020-10-14 23:30:47+00:00,40.51552,-70.8856,7,11,17,"(16.5,18]"
EN657,2020-10-14 23:33:02+00:00,40.51546,-70.88588,7,12,2,"(1.5,3]"
EN657,2020-10-14 23:33:10+00:00,40.51546,-70.8859,7,13,2,"(1.5,3]"
EN657,2020-10-14 23:33:22+00:00,40.51547,-70.88592,7,14,2,"(1.5,3]"
EN657,2020-10-14 23:33:31+00:00,40.51548,-70.88592,7,15,2,"(1.5,3]"
EN657,2020-10-14 23:33:43+00:00,40.51551,-70.88596,7,16,2,"(1.5,3]"
EN657,2020-10-15 07:57:41+00:00,39.934,-70.87812,9,1,450,"(448,450]"
EN657,2020-10-15 07:57:49+00:00,39.93398,-70.87812,9,2,450,"(448,450]"
EN657,2020-10-15 08:05:08+00:00,39.93366,-70.87806,9,3,250,"(249,250]"
EN657,2020-10-15 08:10:40+00:00,39.93334,-70.878,9,4,124,"(123,124]"
EN657,2020-10-15 08:14:19+00:00,39.93304,-70.87794,9,5,74,"(73.5,75]"
EN657,2020-10-15 08:14:26+00:00,39.93302,-70.87794,9,6,74,"(73.5,75]"
EN657,2020-10-15 08:14:33+00:00,39.93302,-70.87794,9,7,74,"(73.5,75]"
EN657,2020-10-15 08:14:39+00:00,39.933,-70.87794,9,8,74,"(73.5,75]"
EN657,2020-10-15 08:17:03+00:00,39.9328,-70.87798,9,9,60,"(58.5,60]"
EN657,2020-10-15 08:17:10+00:00,39.93279,-70.87798,9,10,60,"(58.5,60]"
EN657,2020-10-15 08:19:44+00:00,39.93258,-70.878,9,11,44,"(43.5,45]"
EN657,2020-10-15 08:19:51+00:00,39.93256,-70.878,9,12,44,"(43.5,45]"
EN657,2020-10-15 08:19:58+00:00,39.93256,-70.878,9,13,44,"(43.5,45]"
EN657,2020-10-15 08:22:09+00:00,39.9324,-70.878,9,14,25,"(24,25.5]"
EN657,2020-10-15 08:22:15+00:00,39.9324,-70.878,9,15,25,"(24,25.5]"
EN657,2020-10-15 08:22:22+00:00,39.9324,-70.87798,9,16,25,"(24,25.5]"
EN657,2020-10-15 08:25:15+00:00,39.9322,-70.87794,9,17,2,"(1.5,3]"
EN657,2020-10-15 08:25:22+00:00,39.9322,-70.87794,9,18,2,"(1.5,3]"
EN657,2020-10-15 08:25:28+00:00,39.9322,-70.87794,9,19,2,"(1.5,3]"
EN657,2020-10-15 08:25:35+00:00,39.9322,-70.87794,9,20,2,"(1.5,3]"
EN657,2020-10-15 08:25:41+00:00,39.9322,-70.87794,9,21,2,"(1.5,3]"
EN657,2020-10-15 08:25:48+00:00,39.9322,-70.87794,9,22,2,"(1.5,3]"
EN657,2020-10-15 08:25:54+00:00,39.93218,-70.87792,9,23,2,"(1.5,3]"
EN657,2020-10-15 08:26:01+00:00,39.93218,-70.87792,9,24,2,"(1.5,3]"
EN657,2020-10-15 12:15:41+00:00,39.77216,-70.77612,10,1,500,"(500,501]"
EN657,2020-10-15 12:15:53+00:00,39.77216,-70.77612,10,2,501,"(500,501]"
EN657,2020-10-15 12:26:36+00:00,39.77276,-70.77626,10,3,49,"(48,49.5]"
EN657,2020-10-15 12:26:50+00:00,39.77278,-70.77626,10,4,49,"(48,49.5]"
EN657,2020-10-15 12:28:48+00:00,39.7729,-70.7763,10,5,33,"(31.5,33]"
EN657,2020-10-15 12:28:58+00:00,39.77291,-70.7763,10,6,33,"(31.5,33]"
EN657,2020-10-15 12:31:44+00:00,39.7731,-70.77632,10,7,2,"(1.5,3]"
EN657,2020-10-15 12:31:58+00:00,39.7731,-70.77634,10,8,2,"(1.5,3]"
EN657,2020-10-15 14:04:05+00:00,39.7748,-70.99258,11,1,499,"(498,500]"
EN657,2020-10-15 14:04:16+00:00,39.7748,-70.9926,11,2,500,"(498,500]"
EN657,2020-10-15 14:13:22+00:00,39.77556,-70.9927,11,3,41,"(40.5,42]"
EN657,2020-10-15 14:13:32+00:00,39.7756,-70.9927,11,4,41,"(40.5,42]"
EN657,2020-10-15 14:16:09+00:00,39.77584,-70.9927,11,5,2,"(1.5,3]"
EN657,2020-10-15 14:16:18+00:00,39.77586,-70.9927,11,6,2,"(1.5,3]"
EN657,2020-10-15 16:27:26+00:00,39.77156,-70.88048,12,1,500,"(500,501]"
EN657,2020-10-15 16:34:05+00:00,39.77116,-70.87958,12,2,251,"(250,252]"
EN657,2020-10-15 16:40:00+00:00,39.77054,-70.8789,12,3,110,"(110,111]"
EN657,2020-10-15 16:43:18+00:00,39.7701,-70.87834,12,4,70,"(69,70.5]"
EN657,2020-10-15 16:43:24+00:00,39.77008,-70.87832,12,5,70,"(69,70.5]"
EN657,2020-10-15 16:46:46+00:00,39.76962,-70.87768,12,6,55,"(54,55.5]"
EN657,2020-10-15 16:49:26+00:00,39.76932,-70.87732,12,7,35,"(34.5,36]"
EN657,2020-10-15 16:49:33+00:00,39.76932,-70.87728,12,8,35,"(34.5,36]"
EN657,2020-10-15 16:49:40+00:00,39.7693,-70.87728,12,9,35,"(34.5,36]"
EN657,2020-10-15 16:49:46+00:00,39.76928,-70.87726,12,10,35,"(34.5,36]"
EN657,2020-10-15 16:49:52+00:00,39.76928,-70.87724,12,11,35,"(34.5,36]"
EN657,2020-10-15 16:52:20+00:00,39.7689,-70.87674,12,12,25,"(24,25.5]"
EN657,2020-10-15 16:52:26+00:00,39.7689,-70.87674,12,13,25,"(24,25.5]"
EN657,2020-10-15 16:52:33+00:00,39.7689,-70.87671,12,14,25,"(24,25.5]"
EN657,2020-10-15 16:52:40+00:00,39.76888,-70.8767,12,15,25,"(24,25.5]"
EN657,2020-10-15 16:52:47+00:00,39.76888,-70.8767,12,16,25,"(24,25.5]"
EN657,2020-10-15 16:55:40+00:00,39.76858,-70.8762,12,17,3,"(1.5,3]"
EN657,2020-10-15 16:55:49+00:00,39.76856,-70.87614,12,18,3,"(1.5,3]"
EN657,2020-10-15 16:55:55+00:00,39.76856,-70.87612,12,19,3,"(1.5,3]"
EN657,2020-10-15 16:56:02+00:00,39.76854,-70.8761,12,20,3,"(1.5,3]"
EN657,2020-10-15 16:56:09+00:00,39.76854,-70.8761,12,21,3,"(1.5,3]"
EN657,2020-10-15 16:56:17+00:00,39.76852,-70.87608,12,22,3,"(1.5,3]"
EN657,2020-10-15 16:56:24+00:00,39.76852,-70.87606,12,23,3,"(1.5,3]"
EN657,2020-10-15 16:56:31+00:00,39.7685,-70.87605,12,24,3,"(1.5,3]"
EN657,2020-10-16 02:55:47+00:00,39.93604,-70.76962,13,1,449,"(448,450]"
EN657,2020-10-16 03:10:06+00:00,39.9332,-70.76816,13,2,65,"(64.5,66]"
EN657,2020-10-16 03:13:44+00:00,39.9323,-70.76778,13,3,34,"(33,34.5]"
EN657,2020-10-16 03:17:10+00:00,39.93148,-70.76746,13,4,1,"(0,1.5]"
EN657,2020-10-16 09:48:50+00:00,40.10304,-70.88264,14,1,140,"(140,141]"
EN657,2020-10-16 09:49:02+00:00,40.10304,-70.88262,14,2,140,"(140,141]"
EN657,2020-10-16 09:51:20+00:00,40.10292,-70.8825,14,3,106,"(105,106]"
EN657,2020-10-16 09:51:32+00:00,40.1029,-70.8825,14,4,106,"(105,106]"
EN657,2020-10-16 09:53:20+00:00,40.10276,-70.88244,14,5,89,"(88.5,90]"
EN657,2020-10-16 09:53:30+00:00,40.10274,-70.88244,14,6,89,"(88.5,90]"
EN657,2020-10-16 09:53:40+00:00,40.10272,-70.88244,14,7,90,"(88.5,90]"
EN657,2020-10-16 09:55:33+00:00,40.10254,-70.8824,14,8,72,"(70.5,72]"
EN657,2020-10-16 09:55:43+00:00,40.10252,-70.8824,14,9,72,"(70.5,72]"
EN657,2020-10-16 09:55:53+00:00,40.10252,-70.88239,14,10,72,"(70.5,72]"
EN657,2020-10-16 09:57:28+00:00,40.10236,-70.88228,14,11,59,"(58.5,60]"
EN657,2020-10-16 09:57:39+00:00,40.10234,-70.88228,14,12,59,"(58.5,60]"
EN657,2020-10-16 09:59:55+00:00,40.1021,-70.8821,14,13,30,"(28.5,30]"
EN657,2020-10-16 10:00:04+00:00,40.10208,-70.88208,14,14,30,"(28.5,30]"
EN657,2020-10-16 10:02:27+00:00,40.10184,-70.88197,14,15,2,"(1.5,3]"
EN657,2020-10-16 10:02:36+00:00,40.10182,-70.88195,14,16,2,"(1.5,3]"
EN657,2020-10-16 10:02:45+00:00,40.10182,-70.88193,14,17,2,"(1.5,3]"
EN657,2020-10-16 10:02:54+00:00,40.1018,-70.88192,14,18,3,"(1.5,3]"
EN657,2020-10-16 10:03:05+00:00,40.10178,-70.88192,14,19,2,"(1.5,3]"
EN657,2020-10-16 11:43:42+00:00,40.13122,-70.77138,15,1,131,"(130,132]"
